Year,Semester,Instructor,Gender,Class,HS GPA,ACT conversion,Pretest,Exam 1,Exam 2,Exam 3,Exam 4,Exam 5,Final
2017,Fall,A,Female,Senior,3.71,24,65,100,100,100,89,84,93
2017,Fall,A,Male,Freshman,3.88,29,32,96,92,92,78,94,78
2017,Fall,A,Male,Junior,3.45,21,42,98,100,96,95,96,90
2017,Fall,A,Female,Freshman,3.23,19,38,72,70,76,49,56,63
2017,Fall,A,Female,Sophomore,3.58,19,25,88,88,90,65,72,52
2017,Fall,A,Female,Freshman,3.23,25,37,92,74,66,67,76,72
2017,Fall,A,Male,Freshman,3.46,24,48,86,74,92,76,82,77
2017,Fall,A,Male,Sophomore,3.35,22,57,92,84,94,87,96,88
2017,Fall,A,Male,Sophomore,3.52,17,45,82,52,44,40,36,47
2017,Fall,A,Female,Freshman,3.56,17,25,78,86,96,87,98,72
2017,Fall,A,Male,Sophomore,3.39,24,52,98,98,94,91,86,85
2017,Fall,A,Male,Sophomore,2.61,21,57,90,74,80,76,82,73
2017,Fall,A,Female,Freshman,3.44,20,,56,46,,45,,
2017,Fall,A,Female,Junior,3.95,28,40,94,76,68,64,78,63
2017,Fall,A,Male,Freshman,3.57,20,25,68,52,48,44,34,28
2017,Fall,A,Male,Freshman,3.93,26,32,64,56,88,76,74,52
2017,Fall,A,Male,Sophomore,3.96,27,60,90,94,94,85,96,90
2017,Fall,A,Male,Freshman,,,30,62,64,,,,
2017,Fall,A,Female,Freshman,,,30,68,42,38,40,,
2017,Fall,A,Male,Junior,,,42,,40,58,,,
2017,Fall,A,Male,Freshman,,,40,82,60,58,,,
2017,Fall,A,Female,Sophomore,,,30,54,46,,,,
2017,Fall,A,Male,Sophomore,,,35,74,54,62,,,
2017,Fall,C,Female,Sophomore,,,40,52,44,,,,
2017,Fall,C,Female,Freshman,2.59,16,30,62,52,46,16,36,28
2017,Fall,C,Male,Sophomore,,,23,72,78,,51,,
2017,Fall,E,Female,Sophomore,3.76,16,42,58,56,52,,,
2017,Fall,E,Female,Freshman,,,28,34,44,,,,
2017,Fall,E,Female,Sophomore,,,25,46,34,40,,,
2017,Fall,E,Female,Freshman,,,40,80,88,90,75,84,
2017,Fall,E,Female,Freshman,3.37,24,37,64,58,,,,
2017,Fall,A,Female,Freshman,3.9,23,43,80,84,86,71,86,82
2017,Fall,A,Female,Non-Matriculating,,,37,86,96,,,,
2017,Fall,A,Male,Freshman,,,28,72,78,72,,,
2017,Fall,A,Female,Sophomore,,25,25,46,52,60,,,
2018,Winter,B,Female,Non-Matriculating,3.64,28,47,96,90,91,80,90,90
2018,Winter,C,Male,Freshman,3.55,26,,94,72,91,82,74,75
2018,Winter,E,Male,Freshman,1.91,19,22,78,82,95,91,98,88
2018,Winter,B,Male,Freshman,3.35,20,42,90,82,91,75,94,72
2018,Winter,B,Male,Freshman,2.65,19,,34,,,,,
2018,Winter,B,Female,Junior,2.85,19,28,84,74,73,,52,62
2018,Winter,C,Male,Freshman,1.36,27,,74,44,,,,
2018,Winter,D,Female,Freshman,3.49,21,40,48,36,62,42,46,43
2018,Winter,C,Female,Freshman,3.92,31,47,98,96,95,96,94,90
2018,Winter,D,Male,Junior,3.46,27,52,92,88,85,76,80,82
2018,Winter,B,Male,Sophomore,3.45,21,,78,60,85,60,64,65
2018,Winter,B,Male,Freshman,3.18,26,43,78,64,75,62,80,67
2018,Winter,C,Male,Freshman,3.61,25,33,82,78,89,60,74,62
2018,Winter,B,Male,Senior,,24,,58,50,53,49,70,
2018,Winter,C,Male,Freshman,2.76,27,22,62,58,64,36,48,33
2018,Winter,D,Female,Sophomore,3.8,22,45,88,76,95,80,82,75
2018,Winter,A,Male,Junior,3.2,22,28,84,80,82,76,80,72
2018,Winter,C,Female,Freshman,2.96,23,28,78,82,82,71,82,
2018,Winter,C,Male,Freshman,2.87,17,27,58,60,73,67,60,47
2018,Winter,D,Male,Freshman,3.65,25,,68,64,89,51,50,58
2018,Winter,D,Male,Freshman,3.72,23,38,90,90,95,82,82,88
2018,Winter,C,Female,Freshman,2.76,20,33,52,54,65,47,70,37
2018,Winter,B,Male,Junior,3.94,27,55,98,86,91,93,90,83
2018,Winter,A,Male,Sophomore,3.84,24,50,92,90,100,95,96,95
2018,Winter,E,Male,Sophomore,3.1,20,,80,80,82,62,78,60
2018,Winter,A,Male,Freshman,3.35,21,,60,96,67,51,38,
2018,Winter,E,Female,Junior,2.54,24,37,82,64,78,64,64,55
2018,Winter,D,Female,Freshman,3.56,19,27,52,52,69,45,62,53
2018,Winter,D,Male,Senior,3.67,22,63,98,88,87,87,94,85
2018,Winter,D,Male,Sophomore,,24,,,50,71,,,
2018,Winter,A,Male,Freshman,3.92,23,33,96,98,91,93,100,88
2018,Winter,A,Male,Freshman,3.61,17,32,82,90,85,78,88,80
2018,Winter,B,Male,Sophomore,3.42,24,,86,70,55,44,,
2018,Winter,B,Male,Freshman,3.32,20,,74,54,71,60,,42
2018,Winter,B,Female,Sophomore,,31,53,96,96,87,80,98,88
2018,Winter,B,Male,Sophomore,3.76,25,48,90,62,69,82,80,67
2018,Winter,E,Male,Senior,3.77,23,57,98,92,93,89,84,88
2018,Winter,E,Male,Junior,3.26,22,,78,68,71,56,70,60
2018,Winter,E,Female,Sophomore,3.43,21,,64,46,,,,
2018,Winter,E,Female,Sophomore,3.93,25,42,88,96,85,78,88,77
2018,Winter,B,Female,Senior,3.68,23,37,54,54,62,51,42,30
2018,Winter,D,Male,Freshman,4,34,48,96,80,89,93,98,90
2018,Winter,A,Female,Senior,3.36,21,33,80,58,64,62,54,52
2018,Winter,C,Male,Freshman,3,21,30,88,92,91,64,88,
2018,Winter,A,Male,Junior,3.69,27,52,86,84,91,71,94,82
2018,Winter,E,Female,Junior,3.75,27,30,82,82,85,64,62,67
2018,Winter,B,Female,Sophomore,2.94,16,,38,34,47,31,32,35
2018,Winter,D,Male,Junior,3.79,21,42,98,80,89,82,96,85
2018,Winter,D,Male,Freshman,3.19,24,33,92,86,91,62,80,68
2018,Winter,D,Female,Freshman,2.53,28,,74,70,49,47,,
2018,Winter,E,Male,Freshman,2.98,19,,66,34,,42,,
2018,Winter,A,Female,Freshman,2.91,26,35,76,58,78,49,56,62
2018,Winter,C,Male,Freshman,2.84,21,30,86,64,76,51,70,45
2018,Winter,C,Male,Freshman,3.64,19,25,74,70,80,71,74,55
2018,Winter,C,Male,Freshman,2.98,23,,92,80,75,89,78,80
2018,Winter,B,Female,Freshman,3.6,26,33,72,72,71,53,58,48
2018,Winter,D,Male,Freshman,2.44,20,28,38,38,,,,
2018,Winter,C,Female,Freshman,3.43,29,48,80,82,65,58,58,58
2018,Winter,E,Female,Freshman,2.77,24,,60,42,62,44,,48
2018,Winter,B,Male,Sophomore,3.5,22,,94,80,82,93,88,72
2018,Winter,C,Male,Freshman,3.91,24,33,90,68,78,64,76,63
2018,Winter,B,Male,Sophomore,3.12,28,43,76,52,62,73,48,58
2018,Winter,E,Male,Sophomore,4,26,60,98,96,87,98,98,88
2018,Winter,E,Female,Junior,3.76,18,30,54,72,73,51,60,68
2018,Winter,D,Male,Sophomore,3.06,25,65,96,84,85,65,70,75
2018,Winter,E,Male,Freshman,3.18,22,,88,76,91,49,70,75
2018,Winter,B,Male,Freshman,2.8,29,42,84,72,84,82,78,83
2018,Winter,D,Female,Freshman,,,30,60,34,35,,,
2018,Winter,C,Male,Sophomore,4,31,50,94,94,98,84,90,82
2018,Winter,C,Female,Freshman,3.87,29,43,100,100,96,96,94,88
2018,Winter,D,Male,Freshman,3.89,26,48,88,88,82,80,90,83
2018,Winter,B,Male,Freshman,3.07,19,,66,38,,,,
2018,Winter,B,Male,Junior,3.85,26,52,98,96,95,95,82,85
2018,Winter,A,Female,Junior,3.21,23,42,76,62,91,58,78,83
2018,Winter,D,Female,Freshman,3.35,28,20,58,38,36,51,,
2018,Winter,B,Female,Junior,3.98,26,57,86,90,78,75,74,72
2018,Winter,C,Male,Freshman,,,28,78,66,87,73,68,57
2018,Winter,C,Male,Senior,,29,40,100,86,71,64,70,78
2018,Winter,E,Female,Freshman,3.54,25,37,90,88,85,82,64,58
2018,Winter,B,Male,Freshman,2.04,23,,54,62,,,,
2018,Winter,E,Male,Sophomore,3.58,23,40,68,80,85,76,72,70
2018,Winter,B,Male,Junior,3.28,26,40,84,38,49,49,46,48
2018,Winter,A,Female,Freshman,3.01,19,,42,50,40,42,54,43
2018,Winter,B,Male,Junior,2.77,22,35,84,80,87,69,,82
2018,Winter,B,Male,Sophomore,,,42,88,72,65,67,34,62
2018,Winter,D,Female,Freshman,3.42,16,,,32,,,,
2018,Winter,A,Female,Freshman,3.85,26,25,98,94,100,91,96,82
2018,Winter,E,Male,Sophomore,3.02,20,,84,76,91,80,72,77
2018,Winter,C,Male,Freshman,3.53,26,30,98,92,87,76,84,87
2018,Winter,C,Female,Non-Matriculating,,26,62,94,100,100,93,90,90
2018,Winter,B,Male,Senior,3.32,25,50,100,90,78,80,88,88
2018,Winter,B,Female,Freshman,3.92,21,33,76,84,65,73,74,67
2018,Winter,B,Male,Freshman,3.91,25,55,100,98,96,96,100,95
2018,Winter,E,Male,Junior,3.84,19,33,88,78,69,76,88,78
2018,Winter,A,Female,Sophomore,3.71,25,32,86,92,84,78,92,73
2018,Winter,E,Male,Freshman,2.99,23,,,,,,,
2018,Winter,C,Male,Freshman,2.54,21,,90,76,76,55,26,38
2018,Winter,A,Male,Sophomore,3.39,24,52,96,96,85,91,86,82
2018,Winter,D,Male,Freshman,3.59,27,35,94,100,89,87,92,73
2018,Winter,B,Male,Freshman,3.96,26,35,90,94,95,93,86,83
2018,Winter,A,Male,Freshman,2.5,19,,,14,36,22,,
2018,Winter,B,Male,Sophomore,3.75,25,,78,86,82,89,86,77
2018,Winter,A,Male,Freshman,3.3,17,27,80,82,84,64,78,58
2018,Winter,B,Male,Freshman,3.9,25,43,94,94,89,82,86,88
2018,Winter,B,Female,Junior,2.76,16,,48,54,51,38,36,38
2018,Winter,A,Male,Non-Matriculating,3.5,26,37,100,98,93,80,86,88
2018,Winter,D,Female,Sophomore,3.52,26,40,86,72,76,62,64,60
2018,Winter,D,Male,Freshman,,,28,78,72,69,40,,
2018,Winter,B,Male,Senior,3.47,21,48,,84,58,85,78,80
2018,Winter,B,Male,Freshman,2.5,18,37,90,90,84,84,80,62
2018,Winter,A,Male,Sophomore,3.41,25,37,70,72,64,62,66,58
2018,Winter,D,Male,Freshman,,22,38,94,90,87,85,80,77
2018,Winter,D,Female,Freshman,3.36,18,23,64,72,75,49,50,55
2018,Winter,A,Female,Senior,3.51,24,33,90,66,69,45,64,45
2018,Winter,E,Male,Sophomore,2.84,18,23,50,64,38,36,,27
2018,Winter,C,Male,Freshman,,,,72,66,58,69,,62
2018,Winter,D,Female,Freshman,3.95,25,43,,84,93,87,92,88
2018,Winter,C,Male,Freshman,3.07,28,45,92,82,84,84,82,77
2018,Winter,C,Male,Freshman,3.51,21,33,66,76,62,49,42,40
2018,Winter,B,Male,Junior,3.83,21,35,94,90,93,93,96,85
2018,Winter,B,Male,Sophomore,3.09,21,30,60,48,44,36,40,53
2018,Winter,A,Male,Freshman,3.47,20,,64,64,65,42,62,42
2018,Winter,D,Male,Freshman,3.16,31,57,96,90,91,89,96,87
2018,Winter,B,Female,Sophomore,3.14,23,22,58,,51,42,,
2018,Winter,C,Male,Sophomore,3.38,20,,40,32,42,20,32,18
2018,Winter,E,Male,Freshman,3.72,26,,76,94,91,67,94,88
2018,Winter,E,Female,Freshman,3.61,24,,,,,,,
2018,Winter,A,Male,Freshman,3.45,23,,84,64,85,73,50,63
2018,Winter,E,Female,Freshman,3.14,17,27,62,44,67,31,42,37
2018,Winter,A,Male,Freshman,3.09,18,20,74,62,73,62,66,50
2018,Winter,C,Male,Sophomore,,23,43,94,94,91,96,90,83
2018,Winter,B,Male,Sophomore,,,32,58,80,62,,,
2018,Winter,C,Female,Freshman,3.76,24,,68,44,36,38,,
2018,Winter,B,Male,Freshman,3.8,22,,82,94,85,56,48,58
2018,Winter,D,Male,Freshman,3.43,22,35,88,92,93,82,78,82
2018,Winter,D,Male,Sophomore,3.84,25,32,88,76,87,65,66,60
2018,Winter,C,Female,Freshman,3.67,20,43,64,60,85,51,56,48
2018,Winter,C,Male,Freshman,3.37,26,40,88,74,80,73,76,72
2018,Winter,A,Male,Sophomore,2.88,16,,82,80,69,58,62,53
2018,Winter,C,Female,Senior,2.41,16,43,54,70,51,64,70,45
2018,Winter,A,Male,Freshman,3.49,24,18,72,78,82,75,60,67
2018,Winter,D,Male,Freshman,3.33,25,37,92,100,96,87,92,68
2018,Winter,D,Male,Freshman,3.46,26,32,86,68,80,80,72,63
2018,Winter,D,Male,Freshman,3.2,25,37,86,54,51,62,62,65
2018,Winter,E,Male,Freshman,3.05,20,18,84,88,89,84,92,83
2018,Winter,E,Male,Freshman,2.93,22,20,32,42,55,,,
2018,Winter,E,Male,Sophomore,2.86,17,35,88,86,89,80,82,78
2018,Winter,C,Female,Freshman,2.88,27,,,46,76,47,60,55
2018,Winter,C,Male,Freshman,3.97,22,22,72,68,80,82,80,72
2018,Winter,B,Male,Sophomore,3.46,23,58,100,94,96,96,98,98
2018,Winter,A,Female,Sophomore,3.6,26,37,58,56,53,60,,
2018,Winter,E,Female,Freshman,3.08,21,,74,76,85,49,,68
2018,Winter,B,Male,Freshman,2.44,23,,,52,38,55,40,37
2018,Winter,E,Female,Senior,3.14,19,33,70,48,45,53,64,60
2018,Winter,D,Male,Freshman,3.61,27,35,88,94,87,84,84,72
2018,Winter,C,Male,Junior,3.53,26,42,96,90,96,93,94,97
2018,Winter,E,Male,Sophomore,3.96,27,42,96,96,85,93,92,88
2018,Winter,D,Male,Freshman,3.13,20,32,58,46,,,,
2018,Winter,A,Male,Freshman,3.38,21,45,92,96,91,80,94,88
2018,Winter,C,Male,Freshman,2.74,21,38,50,26,49,33,,
2018,Winter,C,Male,Freshman,3.43,23,,82,70,65,62,72,62
2018,Winter,B,Female,Freshman,2.86,21,37,,60,62,40,56,58
2018,Winter,D,Female,Sophomore,,20,28,58,62,73,64,72,58
2018,Winter,D,Male,Freshman,3.49,24,23,78,82,82,67,82,78
2018,Winter,D,Female,Sophomore,3.79,24,57,90,84,95,84,90,87
2018,Winter,E,Male,Sophomore,3.54,25,32,86,84,75,80,86,85
2018,Winter,A,Male,Freshman,3.58,27,,72,88,95,82,74,67
2018,Winter,D,Female,Freshman,3.83,24,37,84,78,78,85,82,78
2018,Winter,C,Female,Freshman,3.92,18,33,84,84,85,84,86,72
2018,Winter,D,Male,Sophomore,3.37,21,42,100,100,96,93,98,97
2018,Winter,B,Male,Freshman,3.56,24,,94,78,80,84,80,62
2018,Winter,B,Male,Freshman,2.25,19,35,92,82,87,89,86,72
2018,Winter,E,Male,Sophomore,3.38,24,,78,50,67,62,60,50
2018,Winter,E,Male,Freshman,3.19,26,30,88,82,89,82,68,55
2018,Winter,C,Male,Freshman,3.13,23,43,90,70,84,67,78,62
2018,Winter,B,Male,Sophomore,,,22,70,64,,,,
2018,Winter,E,Male,Sophomore,3.23,25,55,94,98,95,95,92,93
2018,Winter,E,Male,Freshman,3.12,27,,76,64,85,45,,
2018,Winter,E,Female,Freshman,3.07,17,45,68,54,80,56,68,53
2018,Winter,E,Female,Junior,3.43,26,43,84,86,91,89,92,72
2018,Winter,C,Male,Freshman,2.96,16,43,42,34,27,,,
2018,Winter,E,Male,Freshman,3.88,19,,72,74,56,53,66,53
2018,Winter,A,Male,Freshman,3.3,26,,88,50,75,60,86,
2018,Winter,C,Male,Freshman,2.65,19,,58,64,58,36,44,32
2018,Winter,B,Male,Freshman,,19,,,,,,,
2018,Winter,B,Male,Sophomore,3.32,22,40,98,76,85,75,86,68
2018,Winter,E,Female,Sophomore,3.03,18,,82,76,84,56,76,70
2018,Winter,E,Male,Freshman,2.58,25,45,88,80,85,69,60,68
2018,Winter,A,Female,Sophomore,3.67,22,30,70,52,73,49,48,48
2018,Winter,D,Male,Sophomore,3.47,23,27,90,86,75,67,80,70
2018,Winter,E,Female,Freshman,3.52,19,,62,58,78,33,,55
2018,Winter,E,Female,Junior,3.53,26,58,86,68,84,91,64,83
2018,Winter,A,Male,Junior,,,30,62,40,,,,
2018,Winter,B,Male,Junior,3.65,15,35,88,80,87,85,,77
2018,Winter,D,Male,Freshman,,,25,60,38,,,,
2018,Winter,A,Female,Senior,3.82,20,52,94,92,84,89,88,88
2018,Winter,E,Male,Sophomore,3.63,30,37,92,94,84,89,86,75
2018,Winter,B,Female,Freshman,3.99,25,33,80,74,,62,62,53
2018,Winter,E,Male,Junior,1.96,25,33,84,86,69,76,78,80
2018,Winter,E,Female,Freshman,3.59,30,63,96,92,78,60,80,80
2018,Winter,B,Female,Sophomore,,,38,86,46,69,53,,
2018,Winter,B,Male,Sophomore,2.95,24,57,68,56,62,64,58,52
2018,Winter,E,Female,Junior,,,33,40,40,,,,
2018,Winter,A,Female,Freshman,3.11,21,32,64,60,78,45,30,57
2018,Winter,A,Male,Sophomore,2.49,19,23,78,82,82,65,52,53
2018,Winter,B,Male,Junior,3.48,20,25,92,80,71,67,58,50
2018,Winter,E,Female,Junior,3.53,16,33,56,72,71,58,46,58
2018,Winter,D,Male,Freshman,3.62,19,28,48,50,56,67,58,37
2018,Winter,B,Female,Sophomore,3.51,24,32,94,94,93,80,88,77
2018,Winter,E,Male,Sophomore,3.85,24,33,82,52,84,47,66,60
2018,Winter,B,,,,,18,66,,,,,
2018,Winter,A,Male,Junior,3.42,26,,98,94,84,84,88,68
2018,Winter,A,Female,Sophomore,,25,37,78,52,60,75,46,53
2018,Winter,B,Male,Sophomore,3.81,24,25,84,82,80,85,84,63
2018,Winter,E,Male,Freshman,3.24,21,37,86,82,87,71,88,80
2018,Winter,C,Female,Freshman,2.79,22,47,70,66,55,49,62,45
2018,Winter,E,Male,Junior,3.9,25,33,100,98,93,98,98,95
2018,Winter,B,Male,Sophomore,2.9,20,25,72,70,75,29,68,35
2018,Winter,D,Male,Freshman,2.97,28,38,94,80,78,56,,68
2018,Winter,A,Female,Junior,3.33,16,42,78,74,85,64,76,55
2018,Winter,D,Male,Freshman,3.76,24,35,86,70,67,56,48,47
2018,Winter,D,Female,Freshman,3.88,27,37,84,82,84,76,90,75
2018,Winter,D,Female,Freshman,3.87,23,45,,56,84,62,82,72
2018,Winter,B,Male,Sophomore,3.44,26,38,76,62,80,49,70,68
2018,Winter,C,Male,Freshman,3.78,20,25,82,90,80,85,94,65
2018,Winter,A,Female,Junior,3.68,21,,82,64,87,51,50,52
2018,Winter,A,Female,Sophomore,3.6,28,43,92,92,85,93,76,78
2018,Winter,E,Male,Junior,3.75,26,47,74,64,60,58,40,62
2018,Winter,E,Male,Sophomore,3.17,23,50,92,72,69,71,70,62
2018,Winter,A,Female,Junior,3.86,27,47,86,82,80,49,78,77
2018,Winter,A,Male,Junior,3.5,23,37,70,82,76,42,,
2018,Winter,E,Female,Senior,,,32,94,94,89,78,78,97
2018,Winter,E,Male,Freshman,3.1,21,38,44,40,62,27,28,30
2018,Winter,A,Female,Sophomore,3.69,19,,70,62,85,75,76,72
2018,Winter,A,Male,Senior,2.81,,,92,92,93,91,92,82
2018,Winter,E,Female,Junior,3.93,18,37,94,90,85,93,82,80
2018,Winter,B,Female,Freshman,,,25,36,44,,,,
2018,Winter,E,Male,Freshman,2.64,22,40,88,66,84,76,66,77
2018,Winter,A,Male,Junior,3.33,22,35,80,78,84,75,70,72
2018,Winter,D,Male,Freshman,3.62,20,37,94,90,84,51,56,70
2018,Winter,A,Female,Sophomore,,,25,38,36,,,,
2018,Winter,E,Female,Freshman,3.89,23,,64,72,76,75,76,68
2018,Winter,E,Male,Sophomore,2.86,18,60,94,80,85,84,92,80
2018,Winter,A,Male,Junior,3.78,25,38,74,84,78,78,66,73
2018,Winter,E,Male,Sophomore,2.61,16,30,54,44,45,45,44,37
2018,Winter,B,Female,Sophomore,3.38,18,32,96,92,91,82,80,68
2018,Winter,B,Male,Sophomore,3.07,26,38,98,96,100,91,86,83
2018,Winter,B,Male,Senior,,,53,90,64,85,87,72,80
2018,Winter,A,Female,Freshman,2.48,18,,60,72,87,58,70,65
2018,Winter,A,Male,Freshman,3.36,24,,74,56,62,36,30,
2018,Winter,D,Male,Freshman,2.85,24,35,92,94,78,84,78,72
2018,Winter,E,Female,Freshman,3.08,20,25,56,60,53,38,22,43
2018,Winter,C,Female,Junior,,,25,92,98,96,84,96,92
2018,Winter,A,Male,Sophomore,3.64,27,55,94,90,87,89,86,82
2018,Winter,E,Female,Freshman,2.33,20,,86,,65,64,80,67
2018,Winter,A,Male,Freshman,3.36,19,,50,44,60,36,,
2018,Winter,D,Male,Junior,,18,32,58,38,38,42,28,42
2018,Winter,B,Male,Freshman,3.03,24,48,94,96,91,93,92,97
2018,Winter,E,Female,Junior,3.73,26,33,90,80,78,80,72,83
2018,Winter,,Male,Freshman,,,33,46,52,,,,
2018,Winter,E,Female,Junior,3.26,19,28,66,80,75,82,80,68
2018,Winter,E,Male,Junior,3.52,21,37,94,94,98,93,94,85
2018,Winter,B,Male,Junior,3.74,23,33,92,88,87,87,68,75
2018,Winter,B,Male,Junior,3.22,16,,80,84,85,67,88,85
2018,Winter,C,Female,Freshman,3.67,25,35,66,52,67,45,30,53
2018,Winter,B,Male,Sophomore,3.04,17,22,80,86,69,55,62,62
2018,Winter,B,Male,Freshman,3.5,29,,98,88,80,65,54,70
2018,Winter,D,Female,Freshman,2.77,25,30,82,76,89,60,78,63
2018,Winter,B,Female,Sophomore,3.09,,37,34,52,45,55,58,42
2018,Winter,E,Male,Junior,3.5,20,28,94,72,84,91,92,80
2018,Winter,C,Female,Freshman,3.31,20,27,58,50,58,44,60,
2018,Winter,A,Male,Sophomore,,24,43,76,58,,44,58,53
2018,Winter,E,Male,Sophomore,,,40,70,52,49,35,,
2018,Winter,E,Male,Freshman,3.14,27,45,90,98,95,96,88,93
2018,Winter,E,Male,Junior,3.86,21,45,96,92,89,85,88,78
2018,Winter,A,Male,Freshman,3.84,23,27,74,88,93,87,80,82
2018,Winter,A,Male,Sophomore,3.46,23,62,94,82,75,69,62,68
2018,Winter,E,Female,Freshman,3.89,15,20,74,44,31,42,,
2018,Winter,B,Male,Freshman,3.09,31,60,88,86,62,56,58,
2018,Winter,C,Female,Sophomore,3.51,23,35,60,56,64,35,44,40
2018,Winter,B,Male,Junior,,21,50,78,72,85,80,86,77
2018,Winter,C,Male,Freshman,3.74,23,40,70,76,76,62,44,58
2018,Winter,D,Male,Freshman,3.13,21,,90,62,84,65,74,65
2018,Winter,B,Female,Sophomore,3.08,23,,70,88,82,91,88,83
2018,Winter,E,Female,Senior,3.82,20,27,86,88,82,75,84,68
2018,Winter,E,Female,Freshman,3.44,19,20,58,30,,27,28,32
2018,Winter,E,Female,Freshman,3.44,19,,58,30,,27,28,32
2018,Winter,D,Male,Freshman,3.58,20,32,56,62,75,29,44,43
2018,Winter,A,Male,Freshman,3.35,25,,92,62,76,76,74,78
2018,Winter,B,Male,Junior,3.2,21,37,62,66,56,71,76,60
2018,Winter,C,Female,Freshman,2.79,,28,72,92,,62,78,80
2018,Winter,C,Female,Freshman,2.79,,,72,92,,62,78,80
2018,Winter,D,Male,Freshman,2.41,20,27,68,34,45,,,
2018,Winter,C,Male,Freshman,3.87,30,55,100,98,100,96,98,95
2018,Winter,B,Male,Freshman,3.88,23,57,92,88,95,87,90,82
2018,Winter,D,Male,Freshman,3.46,23,38,70,42,80,87,78,73
2018,Winter,C,Male,Freshman,2.76,27,,80,58,67,,,
2018,Winter,C,Male,Sophomore,3.67,23,20,68,70,71,58,48,55
2018,Winter,E,Male,Freshman,3.61,20,23,88,88,89,91,88,83
2018,Winter,E,Female,Freshman,3.84,26,33,98,96,91,84,84,83
2018,Winter,C,Male,Freshman,2.74,23,,68,56,53,44,,
2018,Winter,A,Female,Non-Matriculating,3.15,19,43,92,78,55,80,84,82
2018,Winter,A,Male,Sophomore,3.8,19,,74,68,87,67,82,58
2018,Winter,A,Male,Sophomore,2.46,17,,64,66,69,65,62,48
2018,Winter,C,Male,Freshman,4,25,33,88,90,80,82,92,83
2018,Winter,A,Female,Sophomore,3.09,19,28,56,38,65,51,74,43
2018,Winter,C,Male,Freshman,3.71,19,40,88,72,80,84,90,75
2018,Winter,A,Female,Freshman,,20,25,34,28,40,29,22,12
2018,Winter,D,Male,Freshman,,17,38,92,96,85,80,90,85
2018,Winter,B,Female,Freshman,2.29,20,18,68,58,38,40,36,37
2018,Winter,A,Male,Sophomore,2.96,16,,62,54,53,42,56,52
2018,Winter,A,Female,Freshman,3.5,24,37,100,98,100,96,94,93
2018,Winter,B,Male,Sophomore,3.43,24,23,76,64,78,62,72,55
2018,Winter,D,Female,Sophomore,3.67,26,25,96,98,80,84,88,77
2018,Winter,C,Female,Freshman,2.92,27,52,96,100,98,87,86,83
2018,Winter,E,Female,Freshman,2.97,22,,76,86,80,73,86,78
2018,Winter,B,Male,Freshman,1.94,21,33,76,50,78,44,44,40
2018,Winter,B,Female,Sophomore,3.57,24,,74,78,87,76,72,65
2018,Winter,A,Male,Junior,2.8,13,32,56,44,75,56,50,40
2018,Winter,A,Female,Freshman,2.96,25,,54,40,,,,
2018,Winter,E,Female,Sophomore,,32,37,100,92,89,65,78,82
2018,Winter,B,Male,Sophomore,3.56,20,33,88,92,75,78,76,85
2018,Winter,B,Female,Sophomore,3.89,27,63,96,90,98,80,86,85
2018,Winter,C,Male,Freshman,2.74,19,30,84,76,60,67,62,58
2018,Winter,C,Male,Freshman,2.95,21,,62,42,44,42,40,47
2018,Winter,B,Male,Freshman,3.67,24,38,86,82,85,91,88,77
2018,Winter,C,Female,Freshman,3.89,24,32,78,90,84,69,66,65
2018,Winter,B,Male,Sophomore,3.29,24,,74,52,64,55,78,52
2018,Winter,A,Male,Freshman,3.33,19,,92,80,87,85,70,70
2018,Winter,E,Female,Sophomore,3.94,25,37,92,88,91,91,82,83
2018,Winter,B,Male,Junior,3.98,22,27,94,96,95,85,92,82
2018,Winter,A,Male,Sophomore,3.91,26,43,96,94,91,87,84,75
2018,Winter,A,Male,Freshman,2.28,32,,58,42,,,,
2018,Winter,E,Male,Sophomore,,17,37,92,92,89,85,86,83
2018,Winter,B,Male,Freshman,3.5,24,,74,62,45,49,,
2018,Winter,A,Male,Junior,3.28,23,47,96,86,85,91,84,82
2018,Winter,E,Female,Sophomore,3.05,21,38,56,58,80,55,58,55
2018,Winter,D,Male,Sophomore,2.7,19,52,94,98,91,93,90,88
2018,Winter,E,Female,Junior,2.54,18,,74,,64,,,
2018,Winter,A,Male,Freshman,3.04,20,,86,74,78,78,88,72
2018,Winter,A,Male,Sophomore,3.28,23,32,98,80,75,80,76,65
2018,Winter,A,Female,Senior,3.77,29,40,62,76,51,47,52,58
2018,Winter,D,Male,Sophomore,3.94,24,30,96,96,85,95,88,87
2018,Winter,C,Male,Sophomore,4,19,27,74,86,84,69,80,52
2018,Winter,B,Male,Freshman,3.3,18,35,56,56,73,60,70,63
2018,Winter,D,Male,Freshman,3.4,21,42,80,62,84,65,70,67
2018,Winter,E,Female,Freshman,3.53,24,33,68,68,82,49,50,55
2018,Winter,A,Male,Junior,3.14,21,,72,58,60,69,42,60
2018,Winter,D,Female,Junior,3.4,17,33,76,80,80,69,66,
2018,Winter,A,Male,Junior,3.48,29,45,94,86,73,69,84,77
2018,Winter,C,Female,Freshman,3.72,30,32,82,66,75,64,70,70
2018,Winter,A,Male,Senior,2.44,19,28,92,84,75,71,64,70
2018,Winter,E,Female,Sophomore,3.62,20,28,50,36,40,36,24,30
2018,Winter,B,Male,Freshman,2.71,27,32,84,90,84,78,72,75
