Year,Semester,Instructor,Gender,Class,HS GPA,ACT conversion,Pretest,Exam 1,Exam 2,Exam 3,Exam 4,Exam 5,Final
2016,Fall ,A,Male,Junior,2.7,20,33.3333,72,72,82,76,88,
2016,Fall ,A,Male,Junior,2.95,24,26.6667,70,92,88,74,64,
2016,Fall ,A,Female,Sophomore,3.88,25,30,80,60,68,62,48,
2016,Fall ,A,Male,Senior,3.36,31,60,92,46,56,,,
2016,Fall ,A,Male,Junior,2.98,30,,74,38,80,74,96,
2016,Fall ,A,Male,Sophomore,3.94,23,51.6667,90,92,84,82,86,
2016,Fall ,A,Male,Junior,2.8,19,30,90,88,72,76,70,
2016,Fall ,A,Male,Sophomore,3.05,21,,86,80,92,52,64,
2016,Fall ,A,Male,Sophomore,3.15,21,38.3333,86,70,86,58,44,
2016,Fall ,A,Male,Sophomore,3.65,24,38.3333,78,76,78,74,84,
2016,Fall ,A,Male,Senior,3.03,26,65,80,70,64,72,50,
2016,Fall ,A,Female,Junior,3.76,24,31.6667,90,78,92,70,76,
2016,Fall ,A,Male,Junior,3.1,,31.6667,64,60,68,62,58,
2016,Fall ,A,Male,Junior,2.8,13,33.3333,46,44,56,42,,
2016,Fall ,A,Female,Junior,3.6,20,35,58,76,70,62,60,
2016,Fall ,A,Male,Senior,3.64,26,50,94,88,86,92,86,
2016,Fall ,A,Male,Freshman,3.53,21,18.3333,82,84,68,20,32,
2016,Fall ,A,Female,Sophomore,3.19,24,40,74,88,82,74,70,
2016,Fall ,A,Male,Senior,3.28,29,45,98,96,88,92,86,
2016,Fall ,A,Male,Junior,3.53,26,40,82,82,72,60,68,
2016,Fall ,A,Male,Senior,3.57,23,50,84,82,76,76,76,
2016,Fall ,A,Female,Sophomore,3.48,24,26.6667,60,68,60,48,34,
2016,Fall ,A,Male,Sophomore,3.47,16,38.3333,64,84,74,44,82,
2016,Fall ,A,Male,Freshman,2.88,26,30,74,66,78,56,30,
2016,Fall ,A,Female,Non-Matriculating,,21,,82,90,90,66,90,
2016,Fall ,A,Female,Senior,3.36,23,36.6667,82,68,62,50,44,
2016,Fall ,A,Female,Sophomore,3.65,22,30,54,74,78,56,60,
2016,Fall ,A,Male,Freshman,3.28,21,35,74,56,68,54,50,
2016,Fall ,A,Male,Senior,3,26,33.3333,66,52,86,68,,
2016,Fall ,A,Female,Junior,3.45,27,50,74,86,82,68,74,
2016,Fall ,A,Male,Junior,3.62,26,36.6667,82,58,58,62,46,
2016,Fall ,A,Male,Senior,,,43.3333,96,98,92,90,98,
2016,Fall ,A,Female,Sophomore,3.16,19,33.3333,74,82,66,48,42,
2016,Fall ,A,Male,Senior,3.26,29,35,94,88,72,78,80,
2016,Fall ,A,Male,Sophomore,4,23,,94,82,80,84,80,
2016,Fall ,A,Male,Senior,3.16,26,23.3333,74,80,84,78,76,
2016,Fall ,A,Male,Junior,3.97,29,28.3333,60,72,82,76,72,
2016,Fall ,A,Male,Senior,2.97,25,31.6667,74,82,76,60,62,
2016,Fall ,A,Male,Junior,3.77,26,38.3333,56,54,54,44,36,
2016,Fall ,A,Male,Junior,3.39,21,,82,92,76,64,88,
2016,Fall ,A,Male,Freshman,2.55,19,35,42,40,52,30,,
2016,Fall ,A,Female,Freshman,3.73,20,33.3333,78,94,96,92,92,
2016,Fall ,A,Male,Freshman,3.84,23,41.6667,88,76,74,64,58,
2016,Fall ,A,Male,Junior,2.58,20,16.6667,54,82,80,72,62,
2016,Fall ,A,Female,Freshman,3.84,21,38.3333,72,84,76,70,72,
2016,Fall ,A,Female,Sophomore,3.1,17,38.3333,74,76,86,60,78,
2016,Fall ,A,Male,Senior,3.17,19,33.3333,84,76,78,84,86,
2016,Fall ,A,Male,Senior,,25,35,86,96,82,90,76,
2016,Fall ,A,Male,Junior,,,25,98,84,78,86,90,
2016,Fall ,A,Male,Senior,3.63,33,,90,80,86,84,96,
2016,Fall ,A,Female,Junior,3.72,28,38.3333,92,94,84,76,68,
2016,Fall ,A,Male,Sophomore,2.69,,35,66,66,58,44,66,
2016,Fall ,A,Male,Junior,3.1,21,35,66,66,46,34,28,
2016,Fall ,A,Female,Junior,,,31.6667,70,84,64,66,64,
2016,Fall ,A,Female,Senior,3.36,19,30,58,72,76,52,64,
2016,Fall ,A,Female,Sophomore,3.95,28,48.3333,98,100,98,94,98,
2016,Fall ,A,0,0,2.9,14,33.3333,52,66,58,,,
2016,Fall ,A,Female,Junior,3.62,24,36.6667,94,76,76,78,90,
2016,Fall ,A,Male,Freshman,3.23,18,30,30,26,38,28,,
2016,Fall ,A,Male,Freshman,3.76,30,40,98,98,92,98,92,
2016,Fall ,A,Male,Senior,3.46,25,38.3333,84,94,90,88,86,
2016,Fall ,A,Male,Junior,3.21,24,,96,96,78,94,92,
2016,Fall ,A,Male,Sophomore,3.67,23,30,70,56,54,40,46,
2016,Fall ,A,Male,Senior,3.78,23,46.6667,96,100,98,100,98,
2016,Fall ,A,Male,Sophomore,3.38,22,43.3333,82,86,92,70,86,
2016,Fall ,A,Male,Junior,3.7,21,31.6667,68,76,76,70,72,
2016,Fall ,A,0,0,,,30,64,42,,,,
2016,Fall ,A,Male,Junior,3.26,18,33.3333,58,44,40,38,36,
2016,Fall ,A,Female,Sophomore,4,23,33.3333,74,76,74,54,66,
2016,Fall ,A,Male,Senior,2.42,16,33.3333,68,40,44,36,40,
2016,Fall ,A,Male,Junior,3.37,20,53.3333,94,92,74,96,88,
2016,Fall ,A,Male,Junior,3.69,21,33.3333,56,38,60,40,54,
2016,Fall ,A,Male,Junior,3.11,25,20,84,84,74,66,44,
2016,Fall ,A,Male,Sophomore,3.82,26,30,94,86,72,84,74,
2016,Fall ,A,Female,Sophomore,3.08,19,35,44,46,64,36,42,
2016,Fall ,A,Female,Non-Matriculating,3.73,30,53.3333,94,100,98,92,98,
2016,Fall ,A,Male,Sophomore,3.55,20,,66,86,66,62,80,
2016,Fall ,A,Female,Junior,3.4,28,65,86,86,82,86,88,
2016,Fall ,A,0,0,2.22,24,46.6667,80,62,,,,
2016,Fall ,A,Male,Senior,,25,45,98,94,90,76,70,
2016,Fall ,A,Female,Sophomore,3.35,25,38.3333,70,50,34,,,
2016,Fall ,A,Male,Sophomore,3.72,25,38.3333,82,78,64,86,90,
2016,Fall ,A,Female,Sophomore,3.47,23,,46,58,54,34,34,
2016,Fall ,A,Male,Sophomore,3.75,24,,80,98,84,84,90,
2016,Fall ,A,Male,Non-Matriculating,3.82,30,58.3333,100,92,76,86,62,
2016,Fall ,A,Male,Junior,3.09,24,35,94,80,88,84,82,
2016,Fall ,A,Male,Senior,3.11,26,43.3333,78,82,80,82,88,
2016,Fall ,A,Male,Sophomore,3.45,18,18.3333,52,32,64,48,50,
2016,Fall ,A,Male,Sophomore,3.54,20,21.6667,52,60,60,50,,
2016,Fall ,A,Female,Senior,3.63,24,43.3333,78,78,70,54,56,
2016,Fall ,A,Female,Senior,,,31.6667,66,78,70,68,82,
2016,Fall ,A,Male,Junior,3.59,20,31.6667,82,82,86,72,80,
2016,Fall ,A,Female,Freshman,3.9,21,26.6667,76,90,88,64,56,
2016,Fall ,A,Female,Senior,3.48,23,43.3333,82,56,70,50,,
2016,Fall ,A,Male,Junior,3.21,25,36.6667,62,52,86,48,50,
2016,Fall ,A,Male,Sophomore,3.11,18,33.3333,66,26,42,,,
2016,Fall ,A,Male,Sophomore,2.88,19,30,44,18,38,,,
2016,Fall ,A,Female,Sophomore,3.46,25,41.6667,60,72,62,58,56,
2016,Fall ,A,Male,Senior,3.99,24,48.3333,84,96,98,90,96,
2016,Fall ,A,Male,Senior,3.97,26,26.6667,74,42,78,54,60,
2016,Fall ,A,Male,Sophomore,3.31,21,43.3333,,82,74,66,74,
2016,Fall ,A,Female,Freshman,2.5,18,31.6667,46,,,28,,
2016,Fall ,A,Female,Junior,2.94,19,31.6667,64,52,56,42,34,
2016,Fall ,B,Male,Sophomore,3.36,23,26.6667,64,25,58,68,82,
2016,Fall ,B,Female,Sophomore,3.2,26,,48,24,54,44,,
2016,Fall ,B,Male,Sophomore,2.11,23,23.3333,88,48,92,84,74,
2016,Fall ,B,Male,Junior,3.66,23,26.6667,76,39,82,54,62,
2016,Fall ,B,Male,Sophomore,3.88,27,46.6667,90,38,82,80,64,
2016,Fall ,B,Female,Junior,3.5,20,40,54,28,56,38,58,
2016,Fall ,B,Male,Freshman,3.15,16,26.6667,62,28,58,,,
2016,Fall ,B,Female,Junior,3.9,23,31.6667,82,40,70,78,76,
2016,Fall ,B,0,0,,20,,58,30,72,,,
2016,Fall ,B,Female,Senior,3.05,21,,76,27,82,64,68,
2016,Fall ,B,Male,Senior,3.63,21,48.3333,90,49,82,88,92,
2016,Fall ,B,Male,Senior,2.78,23,46.6667,86,39,72,58,42,
2016,Fall ,B,Male,Sophomore,3.5,25,43.3333,62,37,70,60,40,
2016,Fall ,B,Female,Freshman,2.73,20,43.3333,36,25,36,44,34,
2016,Fall ,B,Female,Freshman,3.43,26,23.3333,46,19,62,58,24,
2016,Fall ,B,Female,Junior,4,27,33.3333,86,41,98,84,94,
2016,Fall ,B,Male,Junior,2.49,23,,66,33,52,52,,
2016,Fall ,B,Male,Freshman,2.82,22,40,62,26,,,,
2016,Fall ,B,Male,Junior,3.95,24,33.3333,96,48,94,86,88,
2016,Fall ,B,Male,Sophomore,3.6,27,23.3333,62,27,56,64,36,
2016,Fall ,B,Male,Sophomore,3.9,27,30,86,44,80,90,62,
2016,Fall ,B,Female,Sophomore,3.94,28,41.6667,88,44,88,72,82,
2016,Fall ,B,Female,Freshman,3.21,20,21.6667,56,28,56,46,40,
2016,Fall ,B,Female,Junior,3.7,19,43.3333,68,23,56,54,48,
2016,Fall ,B,Female,Junior,3.57,24,41.6667,86,39,92,72,86,
2016,Fall ,B,0,0,,,30,60,21,,,,
2016,Fall ,B,Female,Freshman,2.79,21,31.6667,52,28,66,60,46,
2016,Fall ,B,Female,Sophomore,2.59,25,,70,25,64,44,52,
2016,Fall ,B,Female,Freshman,3.05,21,30,72,36,74,58,70,
2016,Fall ,B,Female,Sophomore,3.41,25,35,76,27,52,68,64,
2016,Fall ,B,Female,Senior,3.49,26,33.3333,74,45,82,56,84,
2016,Fall ,B,Male,Sophomore,2.72,23,50,90,47,94,84,88,
2016,Fall ,B,Female,Junior,3.73,25,61.6667,94,45,98,86,86,
2016,Fall ,B,Female,Freshman,2.89,18,36.6667,48,33,54,60,32,
2016,Fall ,B,Female,Junior,3.8,28,63.3333,92,47,94,90,78,
2016,Fall ,B,Male,Junior,2.52,20,30,40,13,30,32,,
2016,Fall ,B,Female,Sophomore,3.62,20,,48,20,52,50,40,
2016,Fall ,B,Female,Freshman,3.23,21,,58,26,62,44,36,
2016,Fall ,B,Female,Senior,3.93,25,38.3333,94,45,90,86,96,
2016,Fall ,B,Male,Sophomore,3.47,28,38.3333,82,43,90,90,76,
2016,Fall ,B,Female,Junior,3.48,23,38.3333,64,26,88,64,36,
2016,Fall ,B,Female,Sophomore,3.77,27,,78,31,58,74,70,
2016,Fall ,B,Female,Sophomore,2.99,24,,94,50,94,88,92,
2016,Fall ,B,Male,Freshman,3.97,26,31.6667,88,42,84,74,76,
2016,Fall ,B,Female,Freshman,3.02,26,58.3333,92,49,90,84,92,
2016,Fall ,B,Female,Sophomore,3.65,20,38.3333,68,32,54,70,58,
2016,Fall ,B,Male,Senior,,19,0,84,44,54,68,66,
2016,Fall ,B,Female,Junior,3.68,24,35,62,35,70,52,62,
2016,Fall ,B,Female,Freshman,3.39,17,31.6667,58,32,74,66,76,
2016,Fall ,B,Female,Sophomore,3.95,25,23.3333,52,38,82,70,78,
2016,Fall ,B,Male,Freshman,3.6,22,58.3333,88,46,92,86,86,
2016,Fall ,B,Male,Freshman,3.61,25,41.6667,84,45,88,88,78,
2016,Fall ,B,Male,Sophomore,3.36,26,40,80,29,84,66,72,
2016,Fall ,B,Male,Sophomore,3.71,28,,80,37,76,70,,
2016,Fall ,B,Female,Junior,3.3,24,,80,23,50,52,30,
2016,Fall ,B,Female,Sophomore,3.96,23,41.6667,88,42,88,90,86,
2016,Fall ,B,Male,Non-Matriculating,3.829,26,56.6667,100,49,88,92,84,
2016,Fall ,B,Male,Senior,2.88,17,38.3333,90,46,60,64,82,
2016,Fall ,B,Male,Senior,3.33,18,61.6667,100,49,86,94,90,
2016,Fall ,B,Male,Freshman,3.76,18,,74,28,70,72,56,
2016,Fall ,B,Female,Sophomore,3.16,26,35,68,33,66,62,62,
2016,Fall ,B,Female,Junior,4,21,40,86,48,94,88,90,
2016,Fall ,B,Female,Freshman,3.7,27,31.6667,70,35,66,,46,
2016,Fall ,B,Female,Senior,3.25,20,41.6667,76,23,60,42,58,
2016,Fall ,B,Male,Junior,2.61,18,25,76,21,64,40,30,
2016,Fall ,B,Male,Freshman,2.16,19,,70,24,42,42,,
2016,Fall ,B,Male,Freshman,3.53,23,36.6667,80,30,66,86,58,
2016,Fall ,B,Male,Sophomore,3.93,26,,84,39,74,70,68,
2016,Fall ,B,Male,Non-Matriculating,2.55,19,33.3333,72,45,90,76,70,
2016,Fall ,B,Male,Freshman,3.76,23,41.6667,80,31,40,80,78,
2016,Fall ,B,Female,Junior,3.02,18,36.6667,52,29,74,58,42,
2016,Fall ,B,0,0,,,,82,26,70,38,,
2016,Fall ,B,Female,Sophomore,4,29,38.3333,92,44,94,74,90,
2016,Fall ,B,0,0,3.33,22,33.3333,56,38,58,,,
2016,Fall ,B,Female,Senior,2.97,20,46.6667,86,39,78,48,58,
2016,Fall ,B,Female,Sophomore,3.87,18,48.3333,92,49,92,88,88,
2016,Fall ,B,Male,Junior,,25,25,74,28,50,56,36,
2016,Fall ,B,Female,Non-Matriculating,3.21,22,28.3333,82,41,76,72,90,
2016,Fall ,B,Female,Sophomore,3.69,26,43.3333,88,46,96,90,92,
2016,Fall ,B,Female,Freshman,2.93,18,28.3333,48,16,44,28,,
2016,Fall ,B,Female,Sophomore,3,25,40,64,43,82,72,76,
2016,Fall ,B,Female,Junior,3.49,22,35,72,35,62,64,64,
2016,Fall ,B,Female,Junior,3.47,26,45,84,46,76,74,70,
2016,Fall ,B,Male,Non-Matriculating,3.46,20,15,86,42,76,90,78,
2016,Fall ,B,Male,Sophomore,3.36,17,33.3333,70,31,60,56,40,
2016,Fall ,B,Male,Freshman,2.92,29,55,94,32,74,48,52,
2016,Fall ,B,Female,Junior,2.81,,55,86,45,92,84,80,
2016,Fall ,B,Male,Non-Matriculating,2.39,22,36.6667,100,48,90,86,88,
2016,Fall ,B,Male,Senior,3.25,32,70,92,48,86,92,92,
2016,Fall ,B,Male,Sophomore,2.53,17,16.6667,54,11,34,,,
2016,Fall ,B,Male,Sophomore,3.98,29,61.6667,96,47,92,92,88,
2016,Fall ,B,Male,Non-Matriculating,,,53.3333,92,48,78,70,92,
2016,Fall ,B,Male,Sophomore,2.4,21,,42,28,72,62,,
2016,Fall ,B,Male,Freshman,2.62,16,30,42,14,50,46,28,
2016,Fall ,B,Male,Freshman,2.82,16,25,38,34,54,46,64,
2016,Fall ,B,Male,Senior,,30,55,90,47,86,92,94,
2016,Fall ,A,Male,Sophomore,3.44,22,36.6667,54,60,,,,
2016,Fall ,A,Female,Sophomore,3.39,22,25,52,68,58,,,
2016,Fall ,A,Female,Sophomore,4,30,36.6667,94,100,98,96,98,
2016,Fall ,A,Male,Junior,2.59,21,13.3333,76,76,86,58,78,
2016,Fall ,A,Male,Senior,3.3,28,41.6667,90,86,76,68,78,
2016,Fall ,A,Male,Freshman,,17,11.6667,48,38,,,,
2016,Fall ,A,Male,Senior,,,46.6667,76,38,66,52,32,
2016,Fall ,A,Male,Sophomore,3.59,21,,76,88,90,64,58,
2016,Fall ,A,Female,Sophomore,3.84,21,26.6667,84,66,92,66,76,
2016,Fall ,A,Female,Senior,3.85,21,35,66,56,72,46,46,
2016,Fall ,A,Male,Junior,3.14,18,41.6667,84,90,78,76,82,
2016,Fall ,A,Male,Senior,3.61,22,,92,70,90,60,74,
2016,Fall ,A,Female,Sophomore,3.54,25,35,82,82,78,66,70,
2016,Fall ,A,Female,Junior,,,51.6667,94,100,98,90,100,
2016,Fall ,A,Female,Sophomore,3.25,29,50,96,90,94,90,88,
2016,Fall ,A,Male,Junior,2.59,18,38.3333,64,58,74,48,48,
2016,Fall ,A,Female,Junior,3.98,27,40,100,100,100,98,100,
2016,Fall ,A,Female,Senior,3.41,23,40,92,96,90,96,90,
2016,Fall ,A,Male,Senior,3.5,18,40,74,54,64,52,56,
2016,Fall ,A,Male,Senior,3.36,22,36.6667,70,68,70,48,48,
2016,Fall ,A,Female,Freshman,3.19,22,40,84,96,82,74,74,
2016,Fall ,A,0,0,,,,70,48,72,,,
2016,Fall ,A,Female,Junior,2.47,19,25,76,72,72,48,68,
2016,Fall ,A,Female,Senior,3.7,28,35,84,94,90,80,90,
2016,Fall ,A,Female,Sophomore,3.96,23,36.6667,80,86,72,50,90,
2016,Fall ,A,Female,Junior,3.86,26,38.3333,74,70,66,70,66,
2016,Fall ,A,Female,Sophomore,2.89,27,33.3333,58,28,,,,
2016,Fall ,A,Female,Sophomore,,22,23.3333,98,96,98,98,100,
2016,Fall ,A,Male,Junior,3.43,27,48.3333,98,84,88,72,74,
2016,Fall ,A,Female,Junior,3.84,21,36.6667,58,62,76,60,70,
2016,Fall ,A,Female,Senior,3.48,19,38.3333,92,80,88,84,96,
2016,Fall ,A,Male,Senior,,27,53.3333,80,82,74,66,76,
2016,Fall ,A,Female,Senior,4,25,36.6667,94,96,98,76,94,
2016,Fall ,A,Female,Senior,,,31.6667,76,96,96,84,94,
2016,Fall ,A,Female,Senior,3.68,26,31.6667,96,98,90,92,90,
2016,Fall ,A,Male,Senior,3.87,25,43.3333,90,86,70,82,84,
2016,Fall ,A,Male,Sophomore,3.78,26,35,90,86,88,78,86,
2016,Fall ,A,Female,Senior,3.77,24,43.3333,84,86,82,76,86,
2016,Fall ,A,Female,Senior,4,25,35,74,78,70,48,58,
2016,Fall ,A,Female,Freshman,3.9,24,33.3333,80,86,82,56,68,
2016,Fall ,A,Female,Sophomore,3.64,24,36.6667,80,84,82,78,84,
2016,Fall ,A,Male,Senior,3.16,20,36.6667,98,92,86,84,86,
2016,Fall ,A,Male,Sophomore,3.06,26,40,78,78,80,68,,
2016,Fall ,A,Male,Junior,3.22,23,33.3333,68,88,62,76,62,
2016,Fall ,A,Female,Senior,4,28,36.6667,94,84,66,82,52,
2016,Fall ,A,Male,Junior,3.18,28,46.6667,96,86,76,88,78,
2016,Fall ,A,Male,Senior,2.44,21,40,90,88,74,86,90,
2016,Fall ,A,Male,Junior,3.53,24,40,74,58,78,68,82,
2016,Fall ,A,Female,Senior,3.32,29,41.6667,78,78,92,82,82,
2016,Fall ,A,Female,Senior,3.84,19,38.3333,84,58,76,42,62,
2016,Fall ,A,Female,Junior,3.41,18,,60,54,88,,62,
2016,Fall ,A,Female,Junior,3.62,23,45,64,60,60,40,54,
2016,Fall ,A,0,0,,,25,36,40,,,,
2016,Fall ,A,Male,Sophomore,3.47,,40,100,100,96,94,98,
2016,Fall ,A,Female,Sophomore,3.9,24,41.6667,90,82,86,80,86,
2016,Fall ,A,Female,Sophomore,2.73,23,,62,44,60,48,44,
2016,Fall ,A,Male,Junior,2.94,22,31.6667,64,50,54,46,34,
2016,Fall ,A,Male,Freshman,3.23,22,38.3333,60,56,54,48,40,
2016,Fall ,A,Male,Senior,,25,33.3333,68,70,82,60,60,
2016,Fall ,A,Male,Junior,3.97,27,36.6667,86,94,88,88,72,
2016,Fall ,A,Male,Junior,2.56,18,35,66,66,62,64,66,
2016,Fall ,A,Male,Freshman,3.29,25,35,90,70,76,52,60,
2016,Fall ,A,Male,Senior,2.76,24,46.6667,74,74,78,84,68,
2016,Fall ,A,Male,Freshman,3.82,23,25,82,70,80,72,76,
2016,Fall ,A,Male,Junior,3.54,23,31.6667,72,82,94,62,80,
2016,Fall ,A,Male,Sophomore,3.14,27,40,86,80,62,,,
2016,Fall ,A,Female,Senior,3.57,21,46.6667,74,78,76,62,54,
2016,Fall ,A,Male,Sophomore,3.57,25,26.6667,98,96,90,88,92,
2016,Fall ,A,Male,Senior,3.73,28,40,92,84,66,78,76,
2016,Fall ,A,Female,Junior,3.3,27,38.3333,76,98,94,76,94,
2016,Fall ,A,Female,Junior,3.95,33,53.3333,100,96,98,92,88,
2016,Fall ,A,Male,Senior,3.51,23,33.3333,68,72,80,68,76,
2016,Fall ,A,Male,Junior,3.81,23,20,92,94,98,88,90,
2016,Fall ,A,Female,Junior,2.65,24,50,80,86,78,78,76,
2016,Fall ,A,Female,Junior,,,33.3333,72,82,86,60,90,
2016,Fall ,A,Male,Sophomore,3.93,24,53.3333,94,98,80,86,92,
2016,Fall ,A,Male,Sophomore,3.59,26,35,94,92,76,58,,
2016,Fall ,A,Female,Freshman,3.02,21,,80,62,54,42,36,
2016,Fall ,A,Male,Senior,2.93,16,45,76,54,56,50,40,
2016,Fall ,A,Female,Senior,,27,35,84,68,82,44,60,
2016,Fall ,A,Female,Freshman,3.49,27,,86,84,82,,,
2016,Fall ,A,Female,Freshman,3.59,27,,,76,92,,82,
2016,Fall ,A,Female,Freshman,2.77,26,43.3333,50,54,58,48,20,
2016,Fall ,A,Female,Sophomore,2.58,17,25,68,36,38,46,22,
2016,Fall ,A,Male,Freshman,3.03,27,23.3333,72,50,,,,
2016,Fall ,A,Male,Sophomore,3.85,25,30,84,82,72,36,68,
2016,Fall ,A,Female,Non-Matriculating,3.769,25,38.3333,82,74,52,,72,
2016,Fall ,A,Male,Sophomore,,,,64,88,84,86,90,
2016,Fall ,A,Male,Junior,3.04,26,36.6667,90,98,90,88,68,
2016,Fall ,A,Female,Sophomore,3.45,21,28.3333,70,48,60,64,64,
2016,Fall ,A,Male,Non-Matriculating,2.829,17,50,96,98,88,76,82,
2016,Fall ,A,Male,Senior,3.49,25,35,62,86,78,54,62,
2016,Fall ,A,Male,Junior,3.2,19,38.3333,60,66,66,54,66,
2016,Fall ,A,Female,Sophomore,3.46,18,30,48,68,62,62,64,
2016,Fall ,A,Female,Junior,3.5,22,35,50,76,60,30,60,
2016,Fall ,A,Male,Sophomore,3.7,25,31.6667,94,100,96,92,94,
2016,Fall ,A,Female,Junior,3.7,23,31.6667,50,46,68,44,36,
2016,Fall ,A,Male,Senior,,,43.3333,82,80,68,68,62,
2016,Fall ,A,Male,Junior,2.88,25,50,88,78,94,80,96,
2016,Fall ,A,Male,Sophomore,3.6,22,38.3333,64,64,76,68,62,
2016,Fall ,A,Female,Sophomore,3.91,34,58.3333,94,100,92,80,86,
2016,Fall ,A,Male,Sophomore,3.29,32,68.3333,100,94,100,94,98,
2016,Fall ,A,Male,Non-Matriculating,3.27,24,43.3333,82,60,68,74,68,
2016,Fall ,A,Female,Junior,2.88,20,30,68,38,,,,
2016,Fall ,A,Male,Freshman,3.23,24,26.6667,76,84,76,62,66,
2016,Fall ,A,Female,Senior,,25,25,78,62,70,64,62,
2016,Fall ,A,Female,Junior,4,26,,84,80,66,60,74,
2016,Fall ,B,Male,Non-Matriculating,3.6,22,26.6667,76,31,74,74,62,
2016,Fall ,B,Male,Senior,3.48,23,36.6667,78,19,64,50,48,
2016,Fall ,B,Male,Senior,3.42,24,63.3333,92,39,80,88,88,
2016,Fall ,B,Female,Senior,,24,35,66,39,74,64,62,
2016,Fall ,B,Male,Sophomore,3.5,24,23.3333,64,21,62,48,24,
2016,Fall ,B,Male,Senior,2.66,24,,72,31,78,68,72,
2016,Fall ,B,Female,Sophomore,2.86,21,30,64,19,58,,,
2016,Fall ,B,Male,Non-Matriculating,2.8,20,53.3333,84,40,68,68,74,
2016,Fall ,B,Male,Senior,3.73,19,30,68,44,80,84,76,
2016,Fall ,B,Female,Senior,2,20,33.3333,58,41,76,66,60,
2016,Fall ,B,Male,Senior,3.41,21,51.6667,94,45,92,92,78,
2016,Fall ,B,Male,Senior,3.15,20,41.6667,88,41,84,74,74,
2016,Fall ,B,Male,Non-Matriculating,2.88,20,31.6667,68,31,68,68,50,
2016,Fall ,B,Female,Senior,,22,40,66,29,52,38,38,
2016,Fall ,B,Male,Senior,,,40,78,32,68,66,66,
2016,Fall ,B,Male,Junior,3.19,24,36.6667,78,40,72,66,40,
2016,Fall ,B,Female,Senior,3.53,18,33.3333,62,34,78,56,66,
2016,Fall ,B,Male,Sophomore,2.33,14,45,68,43,70,72,64,
2016,Fall ,B,Female,Junior,3.89,26,51.6667,86,43,78,72,74,
2016,Fall ,B,Male,Junior,3.87,26,41.6667,74,38,80,56,62,
2016,Fall ,B,Male,Senior,3.38,24,31.6667,60,29,62,48,66,
2016,Fall ,B,Male,Non-Matriculating,3.26,15,35,70,41,86,82,70,
2016,Fall ,B,Female,Senior,3.67,24,48.3333,68,43,80,74,78,
2016,Fall ,B,Male,Junior,3.33,26,43.3333,98,47,88,96,92,
2016,Fall ,B,Male,Senior,3.74,26,36.6667,90,36,80,56,78,
2016,Fall ,B,Male,Senior,3.4,20,40,80,43,82,82,78,
2016,Fall ,B,Male,Senior,2.89,18,35,80,42,64,76,80,
2016,Fall ,B,Female,Senior,3.91,24,30,80,34,84,82,82,
2016,Fall ,B,0,0,2.31,24,25,54,13,62,,,
2016,Fall ,B,Female,Non-Matriculating,3.22,23,45,94,46,78,74,90,
2016,Fall ,B,Male,Senior,3.85,25,51.6667,96,47,92,94,86,
2016,Fall ,B,Male,Senior,3.96,20,40,78,38,78,66,74,
2016,Fall ,B,Male,Senior,3.07,19,38.3333,92,37,84,80,86,
2016,Fall ,B,Male,Senior,3.44,23,53.3333,92,43,68,80,88,
2016,Fall ,B,Male,Senior,,,53.3333,82,22,72,56,58,
2016,Fall ,B,Male,Non-Matriculating,3.549,18,38.3333,94,44,92,88,84,
2016,Fall ,B,Male,Senior,3.78,23,30,84,46,92,80,92,
2016,Fall ,B,Female,Senior,3.16,24,23.3333,32,23,60,40,40,
2016,Fall ,B,Female,Senior,2.8,23,41.6667,86,39,84,78,84,
2016,Fall ,B,Female,Senior,3.87,20,53.3333,86,43,92,78,86,
2016,Fall ,B,Male,Junior,3.8,21,40,80,46,78,80,84,
2016,Fall ,B,Male,Non-Matriculating,3.1,18,31.6667,76,32,76,58,82,
2016,Fall ,B,Male,Senior,,,40,82,41,56,90,76,
2016,Fall ,B,Female,Senior,3.75,21,33.3333,76,45,84,84,84,
2016,Fall ,B,Male,Senior,,24,40,90,47,96,86,92,
2016,Fall ,B,Male,Junior,3.39,23,33.3333,72,28,68,62,62,
2016,Fall ,B,Male,Senior,3.31,24,46.6667,94,44,88,84,80,
2016,Fall ,B,Male,Senior,3.69,28,50,90,42,78,84,78,
2016,Fall ,B,Male,Junior,3.6,30,61.6667,86,44,96,78,90,
2016,Fall ,B,Male,Non-Matriculating,3.69,22,45,98,42,80,84,82,
2016,Fall ,B,Female,Senior,3.98,30,58.3333,94,45,88,98,96,
2016,Fall ,B,Male,Senior,3.73,24,35,84,34,56,62,62,
2016,Fall ,B,Male,Junior,3.81,22,53.3333,82,45,88,88,88,
2016,Fall ,B,Male,Freshman,,14,21.6667,68,20,38,20,,
2016,Fall ,B,Male,Junior,3.23,31,50,94,50,92,92,82,
2016,Fall ,B,Male,Sophomore,2.3,26,35,88,43,72,76,66,
2016,Fall ,B,Male,Junior,2.48,23,30,98,48,90,100,96,
2016,Fall ,B,Male,Senior,3.76,25,51.6667,90,47,80,86,82,
2016,Fall ,B,0,0,3.5,22,31.6667,54,23,46,,,
2016,Fall ,B,Female,Junior,3.95,24,33.3333,82,37,74,58,70,
2016,Fall ,B,Male,Senior,3.92,23,31.6667,74,33,86,48,62,
2016,Fall ,B,Female,Senior,3.94,25,26.6667,80,46,88,88,84,
