"","Year","Semester","Instructor","Gender","Class","Pretest","Final","Exam1","Exam2","Exam3","Exam4","Exam5","Average","HSACT"
"1256",2018,"Fall","A","Male","Freshman",31.7,30,42,42,44,64,40,43.6666666666667,2.45444444444444
"1257",2018,"Fall","A","Male","Freshman",35,67,90,76,62,67,56,69.6666666666667,2.88333333333333
"1258",2018,"Fall","A","Male","Sophomore",51.7,87,90,90,86,95,92,90,3.16666666666667
"1259",2018,"Fall","A","Female","Freshman",35,80,92,88,82,96,94,88.6666666666667,3.37055555555556
"1260",2018,"Fall","A","Male","Freshman",40,82,98,82,92,98,96,91.3333333333333,3.25444444444444
"1261",2018,"Fall","A","Male","Junior",46.7,58,76,76,78,78,64,71.6666666666667,2.17444444444444
"1262",2018,"Fall","A","Female","Freshman",35,68,64,72,82,69,76,71.8333333333333,3.06888888888889
"1263",2018,"Fall","A","Male","Freshman",26.7,52,66,94,64,40,40,59.3333333333333,3.29888888888889
"1264",2018,"Fall","A","Female","Freshman",50,72,84,82,80,47,84,74.8333333333333,2.85222222222222
"1265",2018,"Fall","A","Male","Freshman",38.3,83,92,94,86,93,92,90,3.445
"1266",2018,"Fall","A","Female","Freshman",23.3,68,72,50,88,82,76,72.6666666666667,3.28333333333333
"1267",2018,"Fall","A","Male","Senior",48.3,78,96,64,76,85,80,79.8333333333333,2.80666666666667
"1268",2018,"Fall","A","Male","Freshman",40,85,92,92,92,91,84,89.3333333333333,3.20388888888889
"1269",2018,"Fall","A","Female","Junior",45,92,90,94,98,96,94,94,3.00222222222222
"1270",2018,"Fall","A","Female","Freshman",40,77,92,92,88,93,90,88.6666666666667,3.09166666666667
"1271",2018,"Fall","A","Male","Freshman",26.7,75,90,92,82,91,84,85.6666666666667,2.95555555555556
"1272",2018,"Fall","A","Male","Sophomore",48.3,80,94,82,82,89,82,84.8333333333333,2.92722222222222
"1273",2018,"Fall","A","Female","Sophomore",40,60,80,70,64,60,40,62.3333333333333,3.16833333333333
"1274",2018,"Fall","A","Male","Freshman",33.3,87,94,88,98,89,88,90.6666666666667,3.66722222222222
"1275",2018,"Fall","A","Male","Junior",70,88,96,98,96,100,98,96,3.54555555555556
"1276",2018,"Fall","A","Male","Senior",38.3,72,80,82,74,73,86,77.8333333333333,3.16833333333333
"1277",2018,"Fall","A","Female","Freshman",30,47,52,68,62,47,62,56.3333333333333,2.55055555555556
"1278",2018,"Fall","A","Male","Freshman",50,78,100,100,98,87,76,89.8333333333333,2.64611111111111
"1279",2018,"Fall","A","Male","Freshman",30,72,92,96,78,80,92,85,3.12666666666667
"1280",2018,"Fall","A","Male","Freshman",26.7,42,58,66,56,44,30,49.3333333333333,2.59055555555556
"1281",2018,"Fall","A","Male","Freshman",38.3,80,88,86,96,93,90,88.8333333333333,3.29388888888889
"1282",2018,"Fall","A","Male","Freshman",60,95,98,100,96,100,98,97.8333333333333,3.5
"1283",2018,"Fall","A","Male","Junior",75,88,92,90,92,96,100,93,3.34944444444444
"1284",2018,"Fall","A","Female","Freshman",33.3,73,94,88,82,89,80,84.3333333333333,3.42444444444444
"1285",2018,"Fall","A","Female","Freshman",43.3,80,94,96,90,82,90,88.6666666666667,3.22888888888889
"1286",2018,"Fall","A","Male","Senior",56.7,93,100,96,98,91,96,95.6666666666667,3.22
"1287",2018,"Fall","A","Female","Freshman",28.3,65,86,88,94,78,84,82.5,3.02722222222222
"1288",2018,"Fall","A","Male","Freshman",31.7,27,58,48,50,25,26,39,2.51444444444444
"1289",2018,"Fall","A","Female","Sophomore",33.3,62,84,72,82,60,74,72.3333333333333,2.74555555555556
"1290",2018,"Fall","A","Female","Junior",40,48,56,64,66,55,54,57.1666666666667,2.76888888888889
"1291",2018,"Fall","A","Male","Junior",28.3,37,84,64,68,71,70,65.6666666666667,3.17944444444444
"1292",2018,"Fall","A","Male","Freshman",38.3,90,94,100,98,98,86,94.3333333333333,3.235
"1293",2018,"Fall","A","Male","Freshman",25,75,70,72,90,73,80,76.6666666666667,2.91111111111111
"1294",2018,"Fall","A","Female","Sophomore",31.7,47,70,60,64,47,52,56.6666666666667,3.32944444444444
"1295",2018,"Fall","A","Female","Freshman",38.3,32,48,54,58,33,14,39.8333333333333,3.27444444444444
"1296",2018,"Fall","A","Female","Freshman",31.7,75,70,52,70,76,60,67.1666666666667,2.51166666666667
"1297",2018,"Fall","A","Female","Freshman",26.7,35,70,38,46,47,42,46.3333333333333,3.14444444444444
"1298",2018,"Fall","A","Female","Freshman",33.3,37,58,46,62,42,56,50.1666666666667,2.77555555555556
"1299",2018,"Fall","A","Male","Freshman",50,72,90,86,80,73,82,80.5,2.795
"1300",2018,"Fall","A","Female","Freshman",41.7,58,52,56,80,65,72,63.8333333333333,2.73611111111111
"1301",2018,"Fall","C","Male","Freshman",30,75,80,70,74,85,80,77.3333333333333,3.17722222222222
"1302",2018,"Fall","C","Female","Freshman",18.3,42,52,48,74,35,42,48.8333333333333,2.79611111111111
"1303",2018,"Fall","C","Male","Freshman",25,37,54,48,54,29,46,44.6666666666667,2.205
"1304",2018,"Fall","C","Female","Junior",41.7,47,64,54,60,60,74,59.8333333333333,2.41444444444444
"1305",2018,"Fall","C","Male","Freshman",35,60,74,40,58,69,44,57.5,2.90611111111111
"1306",2018,"Fall","C","Male","Freshman",60,83,82,80,92,91,78,84.3333333333333,3.19444444444444
"1307",2018,"Fall","C","Female","Freshman",30,30,52,66,46,65,42,50.1666666666667,2.555
"1308",2018,"Fall","C","Male","Freshman",46.7,80,96,80,90,91,86,87.1666666666667,2.99944444444444
"1309",2018,"Fall","C","Female","Freshman",23.3,72,92,96,94,93,84,88.5,3.66666666666667
"1310",2018,"Fall","C","Female","Freshman",43.3,60,74,88,88,65,76,75.1666666666667,3.30888888888889
"1311",2018,"Fall","C","Male","Freshman",36.7,77,62,90,88,82,76,79.1666666666667,2.35111111111111
"1312",2018,"Fall","C","Male","Freshman",33.3,68,62,66,74,75,80,70.8333333333333,2.87666666666667
"1313",2018,"Fall","C","Female","Freshman",28.3,75,86,90,90,89,82,85.3333333333333,3.26888888888889
"1314",2018,"Fall","C","Male","Freshman",46.7,78,90,88,90,91,88,87.5,3.17888888888889
"1315",2018,"Fall","C","Male","Freshman",30,80,90,92,96,95,94,91.1666666666667,3.21277777777778
"1316",2018,"Fall","C","Male","Freshman",20,72,94,86,88,85,80,84.1666666666667,2.92833333333333
"1317",2018,"Fall","C","Male","Freshman",35,85,90,90,80,93,82,86.6666666666667,3.465
"1318",2018,"Fall","C","Male","Freshman",33.3,72,94,78,86,87,82,83.1666666666667,3.05388888888889
"1319",2018,"Fall","C","Male","Freshman",31.7,48,72,54,78,82,70,67.3333333333333,2.36555555555556
"1320",2018,"Fall","C","Female","Freshman",36.7,50,86,80,60,69,54,66.5,3.40444444444444
"1321",2018,"Fall","C","Female","Junior",46.7,73,78,86,88,69,64,76.3333333333333,2.98166666666667
"1322",2018,"Fall","C","Female","Freshman",41.7,72,74,56,88,78,76,74,3.42055555555556
"1323",2018,"Fall","C","Female","Freshman",30,53,70,74,74,78,62,68.5,3.27944444444444
"1324",2018,"Fall","C","Female","Sophomore",43.3,83,98,92,84,89,80,87.6666666666667,3.88888888888889
"1325",2018,"Fall","C","Female","Freshman",26.7,48,72,76,64,58,64,63.6666666666667,3.37111111111111
"1326",2018,"Fall","C","Female","Freshman",40,55,68,80,82,67,46,66.3333333333333,3.13222222222222
"1327",2018,"Fall","C","Male","Freshman",31.7,42,92,64,76,53,62,64.8333333333333,2.95666666666667
"1328",2018,"Fall","C","Female","Freshman",28.3,40,60,92,46,51,50,56.5,3.04111111111111
"1329",2018,"Fall","C","Male","Senior",45,82,96,96,92,87,78,88.5,2.91666666666667
"1330",2018,"Fall","C","Male","Freshman",30,80,80,72,80,87,86,80.8333333333333,3.08222222222222
"1331",2018,"Fall","C","Female","Freshman",35,58,78,64,72,76,56,67.3333333333333,3.19333333333333
"1332",2018,"Fall","C","Male","Freshman",31.7,80,92,98,94,89,88,90.1666666666667,3.61111111111111
"1333",2018,"Fall","C","Female","Sophomore",50,88,96,96,88,98,92,93,3.54055555555556
"1334",2018,"Fall","C","Female","Freshman",28.3,62,88,88,84,80,78,80,2.92611111111111
"1335",2018,"Fall","C","Male","Freshman",43.3,70,76,84,86,76,76,78,2.92333333333333
"1336",2018,"Fall","C","Male","Freshman",28.3,58,74,82,76,65,66,70.1666666666667,2.71666666666667
"1337",2018,"Fall","C","Female","Sophomore",35,38,48,54,60,47,42,48.1666666666667,2.46555555555556
"1338",2018,"Fall","C","Female","Freshman",28.3,47,80,84,72,60,74,69.5,2.59111111111111
"1339",2018,"Fall","C","Female","Sophomore",40,73,82,96,86,84,88,84.8333333333333,3.33333333333333
"1340",2018,"Fall","C","Female","Freshman",41.7,55,88,80,74,65,72,72.3333333333333,3.45666666666667
"1341",2018,"Fall","C","Female","Freshman",33.3,42,70,74,78,51,58,62.1666666666667,2.69055555555556
"1342",2018,"Fall","C","Male","Freshman",40,50,62,68,70,45,60,59.1666666666667,2.91166666666667
"1343",2018,"Fall","C","Female","Senior",51.7,85,94,86,76,91,74,84.3333333333333,3.52111111111111
"1344",2018,"Fall","C","Female","Freshman",35,63,88,80,70,84,68,75.5,3.17833333333333
"1345",2018,"Fall","C","Male","Freshman",26.7,65,64,80,82,53,78,70.3333333333333,2.425
"1346",2018,"Fall","C","Male","Freshman",23.3,63,62,70,78,71,64,68,2.76722222222222
"1347",2018,"Fall","C","Female","Freshman",30,53,74,68,74,75,68,68.6666666666667,2.87555555555556
"1348",2018,"Fall","C","Female","Freshman",40,38,58,76,52,67,52,57.1666666666667,2.40388888888889
"1349",2018,"Fall","C","Male","Freshman",31.7,83,88,90,88,91,82,87,3.17277777777778
"1350",2018,"Fall","C","Male","Freshman",35,78,92,94,88,84,78,85.6666666666667,2.84055555555556
"1351",2018,"Fall","C","Male","Freshman",31.7,85,86,86,82,89,80,84.6666666666667,3.35444444444444
"1352",2018,"Fall","C","Male","Freshman",30,62,88,82,62,76,42,68.6666666666667,3.19
"1353",2018,"Fall","C","Male","Freshman",60,92,96,92,94,100,96,95,3.59611111111111
"1354",2018,"Fall","C","Female","Freshman",43.3,78,90,96,84,80,86,85.6666666666667,3.61111111111111
"1355",2018,"Fall","C","Male","Freshman",38.3,50,48,44,80,80,78,63.3333333333333,2.65166666666667
"1356",2018,"Fall","C","Female","Freshman",33.3,52,86,76,66,76,68,70.6666666666667,3.39944444444444
"1357",2018,"Fall","C","Male","Freshman",21.7,65,76,86,88,69,82,77.6666666666667,3.14
"1358",2018,"Fall","C","Male","Sophomore",43.3,80,92,92,80,95,86,87.5,3.31888888888889
"1359",2018,"Fall","C","Male","Freshman",36.7,75,84,88,82,93,90,85.3333333333333,3.36388888888889
"1360",2018,"Fall","C","Female","Freshman",40,55,50,68,68,67,54,60.3333333333333,2.76
"1361",2018,"Fall","C","Male","Freshman",35,87,90,94,94,100,92,92.8333333333333,3.01166666666667
"1362",2018,"Fall","C","Male","Freshman",35,52,66,50,72,53,50,57.1666666666667,3.08611111111111
"1363",2018,"Fall","C","Female","Freshman",38.3,65,88,86,92,89,76,82.6666666666667,3.65166666666667
"1364",2018,"Fall","D","Male","Freshman",66.7,88,92,94,92,93,96,92.5,3.57111111111111
"1365",2018,"Fall","D","Male","Freshman",28.3,42,60,50,38,45,36,45.1666666666667,3.39166666666667
"1366",2018,"Fall","D","Male","Freshman",31.7,52,74,76,74,58,84,69.6666666666667,2.46944444444444
"1367",2018,"Fall","D","Female","Freshman",35,78,80,98,98,93,94,90.1666666666667,3.27833333333333
"1368",2018,"Fall","D","Male","Sophomore",36.7,85,98,100,96,87,88,92.3333333333333,3.38444444444444
"1369",2018,"Fall","D","Male","Senior",45,87,94,96,94,96,98,94.1666666666667,2.54055555555556
"1370",2018,"Fall","D","Male","Freshman",33.3,83,96,92,98,96,98,93.8333333333333,3.09722222222222
"1371",2018,"Fall","D","Female","Sophomore",21.7,33,50,62,64,45,42,49.3333333333333,2.44388888888889
"1372",2018,"Fall","D","Female","Freshman",46.7,77,92,84,80,69,78,80,3.38888888888889
"1373",2018,"Fall","D","Female","Junior",23.3,27,38,44,40,33,30,35.3333333333333,2.37888888888889
"1374",2018,"Fall","D","Male","Freshman",23.3,58,76,76,78,82,68,73,3.00166666666667
"1375",2018,"Fall","D","Male","Freshman",41.7,73,86,88,80,82,80,81.5,3.41
"1376",2018,"Fall","D","Female","Sophomore",45,58,74,56,56,53,52,58.1666666666667,2.85111111111111
"1377",2018,"Fall","D","Male","Freshman",26.7,52,66,86,72,47,56,63.1666666666667,2.73555555555556
"1378",2018,"Fall","D","Male","Senior",40,87,94,96,92,96,92,92.8333333333333,3.27777777777778
"1379",2018,"Fall","D","Male","Freshman",31.7,50,50,64,60,56,68,58,2.36777777777778
"1380",2018,"Fall","D","Female","Sophomore",55,68,88,78,88,78,68,78,3.46055555555556
"1381",2018,"Fall","D","Male","Freshman",30,45,60,28,46,56,50,47.5,2.65222222222222
"1382",2018,"Fall","D","Female","Sophomore",28.3,38,76,78,66,36,34,54.6666666666667,3.08444444444444
"1383",2018,"Fall","D","Male","Freshman",46.7,67,86,60,72,62,66,68.8333333333333,3.54333333333333
"1384",2018,"Fall","D","Female","Sophomore",45,60,76,86,82,56,62,70.3333333333333,2.89944444444444
"1385",2018,"Fall","D","Male","Freshman",50,57,90,48,78,49,50,62,3.19055555555556
"1386",2018,"Fall","D","Female","Sophomore",23.3,43,64,60,70,56,74,61.1666666666667,2.75777777777778
"1387",2018,"Fall","D","Male","Sophomore",43.3,60,86,68,64,51,54,63.8333333333333,2.88944444444444
"1388",2018,"Fall","D","Female","Freshman",31.7,48,54,84,80,69,70,67.5,2.40111111111111
"1389",2018,"Fall","D","Male","Freshman",50,82,94,84,84,89,92,87.5,3.37388888888889
"1390",2018,"Fall","D","Male","Freshman",33.3,95,92,96,90,98,88,93.1666666666667,3.05166666666667
"1391",2018,"Fall","D","Female","Sophomore",36.7,83,88,84,88,91,90,87.3333333333333,2.62055555555556
"1392",2018,"Fall","D","Female","Junior",48.3,87,96,96,94,95,92,93.3333333333333,3.20444444444444
"1393",2018,"Fall","D","Male","Sophomore",36.7,78,96,94,84,89,90,88.5,3.38
"1394",2018,"Fall","D","Male","Freshman",55,50,78,80,78,45,56,64.5,2.86166666666667
"1395",2018,"Fall","D","Male","Freshman",46.7,78,88,88,84,98,90,87.6666666666667,3.355
"1396",2018,"Fall","D","Female","Sophomore",33.3,65,56,76,84,62,72,69.1666666666667,3.16833333333333
"1397",2018,"Fall","D","Male","Freshman",33.3,65,78,64,88,62,66,70.5,2.69555555555556
"1398",2018,"Fall","D","Female","Junior",45,60,58,82,66,62,58,64.3333333333333,2.85111111111111
"1399",2018,"Fall","D","Male","Freshman",33.3,60,76,76,84,60,78,72.3333333333333,3.05388888888889
"1400",2018,"Fall","D","Female","Sophomore",46.7,62,78,76,76,82,72,74.3333333333333,3.09222222222222
"1401",2018,"Fall","D","Female","Freshman",36.7,55,80,64,80,60,64,67.1666666666667,2.98944444444444
"1402",2018,"Fall","D","Female","Senior",28.3,50,78,54,76,49,64,61.8333333333333,3.09777777777778
"1403",2018,"Fall","D","Male","Freshman",31.7,87,86,86,92,96,92,89.8333333333333,3.00222222222222
"1404",2018,"Fall","D","Female","Sophomore",40,80,86,92,86,93,96,88.8333333333333,3.42111111111111
"1405",2018,"Fall","D","Female","Sophomore",35,68,68,78,76,45,86,70.1666666666667,2.89111111111111
"1406",2018,"Fall","D","Female","Freshman",31.7,53,62,38,86,73,82,65.6666666666667,2.92166666666667
"1407",2018,"Fall","D","Female","Senior",45,78,92,90,80,67,84,81.8333333333333,3.06666666666667
"1408",2018,"Fall","D","Male","Freshman",55,78,92,94,88,73,90,85.8333333333333,2.80444444444444
"1409",2018,"Fall","D","Male","Freshman",41.7,75,96,90,88,93,94,89.3333333333333,3.40055555555556
"1410",2018,"Fall","D","Female","Sophomore",55,85,88,86,80,71,90,83.3333333333333,3.19277777777778
"1411",2018,"Fall","D","Female","Sophomore",53.3,43,70,54,58,51,56,55.3333333333333,2.90166666666667
"1412",2018,"Fall","D","Male","Freshman",46.7,72,78,82,82,76,80,78.3333333333333,3.00777777777778
"1413",2018,"Fall","D","Female","Freshman",28.3,78,84,84,80,73,78,79.5,3.15833333333333
"1414",2018,"Fall","D","Male","Junior",55,83,92,88,68,89,84,84,3.11333333333333
"1415",2018,"Fall","D","Male","Freshman",26.7,43,58,56,68,47,44,52.6666666666667,2.09055555555556
"1416",2018,"Fall","D","Female","Sophomore",31.7,55,66,68,62,45,60,59.3333333333333,2.92722222222222
"1417",2018,"Fall","D","Female","Freshman",40,53,80,92,72,73,64,72.3333333333333,3.07222222222222
"1418",2018,"Fall","D","Female","Junior",30,72,84,80,82,93,90,83.5,3.17
"1419",2018,"Fall","D","Male","Freshman",36.7,48,60,50,60,56,58,55.3333333333333,2.53666666666667
"1420",2018,"Fall","D","Male","Freshman",26.7,80,58,72,86,76,88,76.6666666666667,3.00722222222222
"1421",2018,"Fall","D","Male","Sophomore",41.7,80,92,90,94,89,94,89.8333333333333,3.13333333333333
"1422",2018,"Fall","D","Female","Sophomore",40,57,80,70,64,71,54,66,2.70555555555556
"1423",2018,"Fall","D","Male","Sophomore",30,80,96,96,96,95,98,93.5,2.50055555555556
"1424",2018,"Fall","D","Female","Sophomore",45,78,82,78,96,84,80,83,3.28333333333333
"1425",2018,"Fall","D","Male","Sophomore",33.3,60,94,70,74,71,64,72.1666666666667,3.00111111111111
"1426",2018,"Fall","D","Male","Sophomore",36.7,67,92,84,84,80,90,82.8333333333333,2.70166666666667
"1427",2018,"Fall","D","Female","Freshman",26.7,77,78,78,96,80,94,83.8333333333333,3.59611111111111
"1428",2018,"Fall","D","Male","Freshman",30,75,90,86,68,89,92,83.3333333333333,2.92277777777778
"1429",2018,"Fall","D","Male","Freshman",40,83,88,96,92,76,84,86.5,2.96722222222222
"1430",2018,"Fall","D","Male","Freshman",31.7,53,56,78,74,53,66,63.3333333333333,2.875
"1431",2018,"Fall","D","Male","Sophomore",41.7,67,86,84,94,71,86,81.3333333333333,3.31388888888889
"1432",2018,"Fall","D","Female","Freshman",30,72,94,88,80,89,86,84.8333333333333,3.36388888888889
"1433",2018,"Fall","B","Male","Junior",60,90,98,94,92,80,88,90.3333333333333,3.21444444444444
"1434",2018,"Fall","B","Female","Sophomore",40,65,80,86,62,89,74,76,2.75
"1435",2018,"Fall","B","Male","Junior",45,72,86,72,72,80,88,78.3333333333333,3.08777777777778
"1436",2018,"Fall","B","Male","Freshman",36.7,77,94,68,78,82,70,78.1666666666667,3.4
"1437",2018,"Fall","B","Male","Freshman",35,67,78,74,80,76,78,75.5,2.41
"1438",2018,"Fall","B","Male","Senior",33.3,78,94,90,86,89,80,86.1666666666667,2.925
"1439",2018,"Fall","B","Male","Freshman",41.7,88,88,96,88,98,94,92,2.98166666666667
"1440",2018,"Fall","B","Female","Freshman",33.3,47,42,44,56,40,34,43.8333333333333,3.07277777777778
"1441",2018,"Fall","B","Male","Sophomore",35,50,76,72,80,62,62,67,3.05444444444444
"1442",2018,"Fall","B","Female","Freshman",30,68,68,66,82,76,78,73,3.03944444444444
"1443",2018,"Fall","B","Female","Freshman",26.7,52,68,44,80,67,60,61.8333333333333,2.96666666666667
"1444",2018,"Fall","B","Male","Freshman",33.3,82,88,92,96,100,94,92,3.04555555555556
"1445",2018,"Fall","B","Female","Junior",45,88,94,78,92,91,94,89.5,3.33111111111111
"1446",2018,"Fall","B","Female","Freshman",25,67,82,76,84,80,74,77.1666666666667,2.96166666666667
"1447",2018,"Fall","B","Female","Sophomore",33.3,63,72,64,86,76,70,71.8333333333333,3.11166666666667
"1448",2018,"Fall","B","Female","Freshman",23.3,60,82,82,90,65,78,76.1666666666667,2.91222222222222
"1449",2018,"Fall","B","Female","Junior",31.7,57,68,86,74,65,72,70.3333333333333,2.99611111111111
"1450",2018,"Fall","B","Female","Freshman",35,62,68,88,76,75,68,72.8333333333333,2.92055555555556
"1451",2018,"Fall","B","Female","Freshman",21.7,67,78,78,86,71,80,76.6666666666667,3.26333333333333
"1452",2018,"Fall","B","Female","Freshman",46.7,82,96,98,98,100,96,95,3.70722222222222
"1453",2018,"Fall","B","Male","Sophomore",56.7,87,92,88,88,91,98,90.6666666666667,3.27777777777778
"1454",2018,"Fall","B","Male","Freshman",25,60,78,74,66,64,74,69.3333333333333,3.24277777777778
"1455",2018,"Fall","B","Male","Senior",63.3,92,98,92,96,87,94,93.1666666666667,3.22555555555556
"1456",2018,"Fall","B","Female","Freshman",30,67,78,80,88,65,80,76.3333333333333,3.5
"1457",2018,"Fall","B","Female","Freshman",48.3,85,98,100,98,85,84,91.6666666666667,3.73277777777778
"1458",2018,"Fall","B","Male","Junior",38.3,52,64,80,80,75,76,71.1666666666667,2.38444444444444
"1459",2018,"Fall","B","Male","Senior",76.7,90,94,94,98,98,98,95.3333333333333,3.31
"1460",2018,"Fall","B","Male","Junior",31.7,82,94,94,86,95,92,90.5,3.11222222222222
"1461",2018,"Fall","B","Male","Freshman",41.7,73,88,90,96,84,82,85.5,3.39
"1462",2018,"Fall","B","Male","Freshman",41.7,63,82,50,48,69,54,61,3.26944444444444
"1463",2018,"Fall","B","Female","Junior",33.3,47,72,54,72,67,72,64,3.49055555555556
"1464",2018,"Fall","B","Female","Freshman",45,78,76,98,88,73,80,82.1666666666667,3.39944444444444
"1465",2018,"Fall","B","Male","Sophomore",30,77,74,84,84,87,80,81,2.37611111111111
"1466",2018,"Fall","B","Male","Sophomore",41.7,73,92,66,80,69,66,74.3333333333333,2.82944444444444
"1467",2018,"Fall","B","Male","Freshman",23.3,67,92,90,78,93,90,85,2.79611111111111
"1468",2018,"Fall","B","Female","Freshman",36.7,43,88,70,66,58,80,67.5,3.43944444444444
"1469",2018,"Fall","B","Male","Freshman",33.3,73,66,80,78,91,70,76.3333333333333,2.38555555555556
"1470",2018,"Fall","B","Male","Freshman",45,83,92,84,92,96,82,88.1666666666667,3.4
"1471",2018,"Fall","B","Female","Senior",50,83,94,78,82,89,84,85,3.01777777777778
"1472",2018,"Fall","B","Male","Freshman",30,60,84,82,88,75,82,78.5,3.15222222222222
"1473",2018,"Fall","B","Male","Sophomore",50,90,98,90,82,93,92,90.8333333333333,3.37055555555556
"1474",2018,"Fall","B","Female","Sophomore",53.3,67,90,84,86,51,78,76,3.22333333333333
"1475",2018,"Fall","B","Male","Freshman",33.3,42,66,74,50,35,46,52.1666666666667,3.02833333333333
"1476",2018,"Fall","B","Female","Junior",28.3,75,88,86,90,82,66,81.1666666666667,2.73277777777778
"1477",2018,"Fall","B","Female","Sophomore",38.3,82,84,88,92,85,84,85.8333333333333,2.9
"1478",2018,"Fall","B","Male","Junior",41.7,67,82,58,84,67,76,72.3333333333333,3.27722222222222
"1479",2018,"Fall","B","Female","Freshman",16.7,18,62,46,54,35,30,40.8333333333333,2.94277777777778
"1480",2018,"Fall","B","Male","Freshman",76.7,92,90,90,84,87,90,88.8333333333333,3.26666666666667
"1481",2018,"Fall","B","Male","Sophomore",31.7,87,86,94,90,89,98,90.6666666666667,2.835
"1482",2018,"Fall","B","Male","Freshman",46.7,85,90,90,88,91,94,89.6666666666667,2.545
"1483",2018,"Fall","B","Male","Senior",43.3,72,92,88,66,84,90,82,3.27944444444444
"1484",2018,"Fall","B","Female","Freshman",33.3,65,82,72,82,78,68,74.5,3.40611111111111
"1485",2018,"Fall","B","Female","Sophomore",28.3,85,90,96,92,98,94,92.5,3.33333333333333
"1486",2018,"Fall","B","Female","Sophomore",31.7,65,50,84,72,82,76,71.5,2.75
"1487",2018,"Fall","B","Female","Sophomore",38.3,57,76,80,84,51,52,66.6666666666667,3.47555555555556
"1488",2018,"Fall","B","Male","Freshman",40,65,86,96,82,67,68,77.3333333333333,3.17333333333333
"1489",2018,"Fall","B","Male","Freshman",40,73,76,88,74,76,90,79.5,3.02777777777778
"1490",2018,"Fall","B","Male","Freshman",38.3,88,96,94,90,95,90,92.1666666666667,3.42944444444444
"1491",2018,"Fall","B","Female","Junior",33.3,87,94,96,94,98,90,93.1666666666667,3.16666666666667
"1492",2018,"Fall","B","Male","Freshman",26.7,52,76,62,80,71,58,66.5,2.96333333333333
"1493",2018,"Fall","B","Female","Sophomore",36.7,28,48,36,54,38,28,38.6666666666667,3.04333333333333
"1494",2018,"Fall","B","Male","Freshman",48.3,72,92,76,70,91,80,80.1666666666667,2.90833333333333
"1495",2018,"Fall","B","Female","Junior",30,42,58,60,82,53,72,61.1666666666667,2.16944444444444
"1496",2018,"Fall","B","Male","Freshman",26.7,87,72,40,92,84,90,77.5,3.00888888888889
"1497",2018,"Fall","B","Female","Junior",50,65,96,82,74,56,68,73.5,3.29833333333333
"1498",2018,"Fall","B","Male","Freshman",25,77,100,98,92,93,84,90.6666666666667,2.77611111111111
"1499",2018,"Fall","B","Female","Junior",40,88,96,90,98,80,78,88.3333333333333,3.06722222222222
"1500",2018,"Fall","B","Female","Sophomore",45,100,100,100,98,100,96,99,3.66666666666667
"1501",2018,"Fall","B","Female","Freshman",26.7,50,70,54,58,65,58,59.1666666666667,2.80611111111111
"1502",2018,"Fall","B","Female","Sophomore",48.3,78,96,96,94,91,98,92.1666666666667,3.60166666666667
"1503",2018,"Fall","B","Male","Freshman",41.7,82,92,74,74,56,76,75.6666666666667,2.94277777777778
"1504",2018,"Fall","B","Male","Senior",43.3,60,84,68,94,75,78,76.5,3.24444444444444
"1505",2018,"Fall","B","Male","Senior",36.7,75,90,88,80,85,86,84,2.46944444444444
"1506",2018,"Fall","B","Male","Freshman",36.7,63,82,94,88,82,76,80.8333333333333,2.73333333333333
"1507",2018,"Fall","E","Female","Freshman",36.7,65,84,76,82,76,76,76.5,3.23333333333333
"1508",2018,"Fall","E","Male","Senior",46.7,62,92,86,86,91,88,84.1666666666667,2.96333333333333
"1509",2018,"Fall","E","Female","Senior",33.3,78,86,88,92,89,88,86.8333333333333,3.01222222222222
"1510",2018,"Fall","E","Female","Junior",51.7,80,86,92,92,95,80,87.5,3.54666666666667
"1511",2018,"Fall","E","Male","Freshman",36.7,32,58,46,56,38,46,46,2.14444444444444
"1512",2018,"Fall","E","Male","Freshman",36.7,68,88,90,86,85,80,82.8333333333333,2.90944444444444
"1513",2018,"Fall","E","Female","Junior",36.7,53,78,76,80,84,76,74.5,3.00222222222222
"1514",2018,"Fall","E","Male","Junior",53.3,82,84,94,92,82,90,87.3333333333333,2.98722222222222
"1515",2018,"Fall","E","Male","Freshman",36.7,88,92,84,94,100,76,89,3.52111111111111
"1516",2018,"Fall","E","Male","Sophomore",60,68,90,80,62,55,52,67.8333333333333,3.31444444444444
"1517",2018,"Fall","E","Female","Freshman",26.7,52,76,64,72,65,50,63.1666666666667,3.04166666666667
"1518",2018,"Fall","E","Male","Freshman",31.7,62,88,82,76,60,84,75.3333333333333,2.45888888888889
"1519",2018,"Fall","E","Female","Sophomore",45,67,80,80,66,64,58,69.1666666666667,3.01833333333333
"1520",2018,"Fall","E","Male","Freshman",48.3,70,76,64,76,73,66,70.8333333333333,3.61111111111111
"1521",2018,"Fall","E","Male","Freshman",36.7,85,94,92,74,91,84,86.6666666666667,2.65055555555556
"1522",2018,"Fall","E","Female","Sophomore",55,72,62,74,86,93,64,75.1666666666667,2.77944444444444
"1523",2018,"Fall","E","Female","Sophomore",38.3,48,66,80,78,69,64,67.5,3.29555555555556
"1524",2018,"Fall","E","Male","Freshman",35,65,96,74,80,89,80,80.6666666666667,3.18888888888889
"1525",2018,"Fall","E","Male","Sophomore",41.7,82,80,86,84,71,90,82.1666666666667,3.03833333333333
"1526",2018,"Fall","E","Female","Junior",56.7,85,88,96,88,95,70,87,3.30333333333333
