"","Year","Semester","Instructor","Gender","Class","Pretest","Final","Exam1","Exam2","Exam3","Exam4","Exam5","Average","HSACT"
"1527",2018,"Fall","E","Female","Freshman",41.7,67,88,90,88,53,68,75.6666666666667,3.31722222222222
"1528",2018,"Fall","E","Male","Freshman",43.3,93,100,96,96,96,96,96.1666666666667,3.41666666666667
"1529",2018,"Fall","E","Male","Junior",33.3,78,78,58,86,71,72,73.8333333333333,2.91777777777778
"1530",2018,"Fall","E","Female","Freshman",35,73,84,80,70,60,72,73.1666666666667,2.89666666666667
"1531",2018,"Fall","E","Male","Sophomore",26.7,83,100,94,92,91,74,89,2.99777777777778
"1532",2018,"Fall","E","Male","Freshman",31.7,67,72,70,84,80,88,76.8333333333333,3.12277777777778
"1533",2018,"Fall","E","Female","Freshman",45,65,56,62,70,56,52,60.1666666666667,3.38055555555556
"1534",2018,"Fall","E","Male","Freshman",36.7,83,92,88,94,95,84,89.3333333333333,3.35444444444444
"1535",2018,"Fall","E","Female","Freshman",66.7,93,100,98,94,96,96,96.1666666666667,3.41444444444444
"1536",2018,"Fall","E","Male","Freshman",53.3,88,98,76,94,89,82,87.8333333333333,3.13777777777778
"1537",2018,"Fall","E","Female","Sophomore",51.7,88,96,86,96,91,90,91.1666666666667,3.53555555555556
"1538",2018,"Fall","E","Male","Freshman",25,80,80,66,76,89,78,78.1666666666667,3.14833333333333
"1539",2018,"Fall","E","Female","Junior",55,93,100,100,98,98,92,96.8333333333333,3.36888888888889
"1540",2018,"Fall","E","Female","Freshman",41.7,62,82,74,72,78,52,70,3.38444444444444
"1541",2018,"Fall","E","Female","Sophomore",36.7,50,64,70,58,44,68,59,2.74611111111111
"1542",2018,"Fall","E","Male","Freshman",60,82,88,90,86,89,80,85.8333333333333,3.36555555555556
"1543",2018,"Fall","E","Female","Sophomore",30,78,80,60,74,78,82,75.3333333333333,3.20888888888889
"1544",2018,"Fall","E","Male","Freshman",38.3,73,86,88,90,75,90,83.6666666666667,3.01388888888889
"1545",2018,"Fall","E","Female","Freshman",41.7,70,66,70,86,78,60,71.6666666666667,3.38388888888889
"1546",2018,"Fall","E","Male","Sophomore",40,73,80,82,90,85,74,80.6666666666667,2.40666666666667
"1547",2018,"Fall","E","Female","Freshman",35,42,52,66,68,53,64,57.5,3.26944444444444
"1548",2018,"Fall","E","Male","Freshman",38.3,77,86,74,94,80,78,81.5,3.00277777777778
"1549",2018,"Fall","E","Female","Freshman",23.3,87,92,94,86,89,98,91,3.57611111111111
"1550",2018,"Fall","E","Male","Freshman",31.7,43,80,70,72,58,36,59.8333333333333,2.83277777777778
"1551",2018,"Fall","E","Male","Freshman",41.7,87,98,92,96,98,86,92.8333333333333,3.19388888888889
"1552",2018,"Fall","E","Male","Freshman",31.7,88,92,90,86,93,94,90.5,3.14388888888889
"1553",2018,"Fall","E","Male","Junior",30,75,92,88,84,84,66,81.5,3.25388888888889
"1554",2018,"Fall","E","Male","Freshman",26.7,58,88,62,78,62,72,70,2.38333333333333
"1555",2018,"Fall","E","Female","Freshman",48.3,57,66,78,74,40,44,59.8333333333333,3.04222222222222
"1556",2018,"Fall","E","Male","Sophomore",23.3,58,78,74,80,75,78,73.8333333333333,2.63944444444444
"1557",2018,"Fall","E","Female","Junior",71.7,95,92,100,100,96,88,95.1666666666667,3.76888888888889
"1558",2018,"Fall","E","Male","Freshman",36.7,60,84,68,88,67,80,74.5,3.24722222222222
"1559",2018,"Fall","E","Male","Freshman",56.7,87,96,94,94,96,88,92.5,3.65333333333333
"1560",2018,"Fall","E","Female","Sophomore",66.7,93,98,96,96,96,90,94.8333333333333,3.57166666666667
"1561",2018,"Fall","E","Male","Sophomore",60,78,100,84,74,78,80,82.3333333333333,3.28166666666667
"1562",2018,"Fall","E","Female","Sophomore",36.7,72,90,56,74,85,74,75.1666666666667,2.84888888888889
"1563",2018,"Fall","E","Male","Freshman",45,87,94,100,100,91,90,93.6666666666667,3.00222222222222
"1564",2018,"Fall","E","Female","Sophomore",31.7,45,52,68,70,36,54,54.1666666666667,2.57555555555556
"1565",2018,"Fall","E","Male","Senior",50,90,94,100,96,100,98,96.3333333333333,3.26833333333333
"1566",2018,"Fall","E","Male","Freshman",51.7,75,96,76,88,71,72,79.6666666666667,3.16944444444444
"1567",2018,"Fall","E","Male","Sophomore",35,68,80,70,88,73,70,74.8333333333333,3.255
"1568",2018,"Fall","E","Male","Freshman",30,73,64,60,96,80,76,74.8333333333333,2.59111111111111
"1569",2018,"Fall","E","Female","Freshman",35,70,90,96,96,93,74,86.5,3.09777777777778
"1570",2018,"Fall","E","Female","Senior",46.7,63,92,68,52,60,66,66.8333333333333,3.49611111111111
"1571",2018,"Fall","E","Male","Freshman",38.3,88,98,98,90,96,92,93.6666666666667,3.25333333333333
"1572",2018,"Fall","E","Male","Freshman",21.7,58,70,70,82,62,74,69.3333333333333,2.61166666666667
"1573",2018,"Fall","E","Female","Freshman",50,93,96,98,96,96,98,96.1666666666667,3.42555555555556
"1574",2018,"Fall","E","Male","Sophomore",31.7,50,72,74,70,69,54,64.8333333333333,2.98333333333333
"1575",2018,"Fall","E","Male","Freshman",46.7,92,100,86,94,91,86,91.5,3.28944444444444
"1576",2018,"Fall","E","Male","Freshman",30,77,90,88,94,73,76,83,3.48055555555556
"1577",2018,"Fall","E","Male","Freshman",25,48,70,66,68,53,62,61.1666666666667,2.31944444444444
"1578",2019,"Winter","A","Male","Freshman",32,80,86,92,98,98,96,91.6666666666667,2.51666666666667
"1579",2019,"Winter","A","Male","Junior",60,78,98,84,90,87,88,87.5,3.04277777777778
"1580",2019,"Winter","A","Male","Sophomore",48,72,86,66,90,69,94,79.5,3.05666666666667
"1581",2019,"Winter","A","Male","Freshman",38,73,86,88,70,75,84,79.3333333333333,3.5
"1582",2019,"Winter","A","Male","Sophomore",28,50,84,64,66,51,64,63.1666666666667,2.74666666666667
"1583",2019,"Winter","A","Female","Junior",37,42,76,62,72,53,58,60.5,3.46055555555556
"1584",2019,"Winter","A","Female","Sophomore",25,67,90,80,74,64,82,76.1666666666667,3.55555555555556
"1585",2019,"Winter","A","Female","Senior",43,65,88,82,84,84,86,81.5,2.98666666666667
"1586",2019,"Winter","A","Male","Freshman",28,38,68,76,66,45,60,58.8333333333333,2.745
"1587",2019,"Winter","A","Male","Sophomore",45,67,94,84,90,75,82,82,2.96333333333333
"1588",2019,"Winter","A","Female","Sophomore",32,50,66,74,72,58,68,64.6666666666667,2.64444444444444
"1589",2019,"Winter","A","Male","Sophomore",27,70,80,66,90,67,76,74.8333333333333,2.74555555555556
"1590",2019,"Winter","A","Male","Freshman",40,55,80,86,74,51,66,68.6666666666667,3.235
"1591",2019,"Winter","A","Male","Freshman",43,72,88,78,76,62,70,74.3333333333333,3.17888888888889
"1592",2019,"Winter","A","Male","Senior",40,67,88,98,82,75,46,76,2.51888888888889
"1593",2019,"Winter","A","Male","Junior",58,63,72,90,72,56,40,65.5,2.71777777777778
"1594",2019,"Winter","A","Male","Senior",37,60,90,58,58,51,62,63.1666666666667,3.44722222222222
"1595",2019,"Winter","A","Male","Junior",37,47,86,84,72,49,46,64,3.265
"1596",2019,"Winter","A","Female","Junior",50,67,78,72,76,75,80,74.6666666666667,3.14777777777778
"1597",2019,"Winter","A","Male","Freshman",32,68,92,70,82,65,70,74.5,3.13333333333333
"1598",2019,"Winter","A","Male","Junior",43,80,92,88,92,76,80,84.6666666666667,3.20333333333333
"1599",2019,"Winter","A","Male","Sophomore",28,33,36,46,48,35,34,38.6666666666667,2.54222222222222
"1600",2019,"Winter","A","Male","Freshman",37,47,84,56,74,49,48,59.6666666666667,3.36055555555556
"1601",2019,"Winter","A","Male","Sophomore",47,82,78,90,72,71,76,78.1666666666667,2.96888888888889
"1602",2019,"Winter","A","Female","Junior",35,95,98,94,94,93,98,95.3333333333333,3.235
"1603",2019,"Winter","A","Female","Sophomore",28,92,90,86,86,98,80,88.6666666666667,3.29833333333333
"1604",2019,"Winter","A","Male","Sophomore",62,83,90,90,86,96,94,89.8333333333333,3.57611111111111
"1605",2019,"Winter","A","Male","Sophomore",65,85,100,92,84,87,76,87.3333333333333,3.19555555555556
"1606",2019,"Winter","A","Male","Sophomore",35,48,78,58,70,58,48,60,2.99777777777778
"1607",2019,"Winter","A","Male","Freshman",47,90,100,96,96,95,94,95.1666666666667,3.05833333333333
"1608",2019,"Winter","A","Female","Freshman",45,57,98,82,64,69,64,72.3333333333333,3.17833333333333
"1609",2019,"Winter","A","Male","Sophomore",42,83,90,96,82,95,92,89.6666666666667,3.36388888888889
"1610",2019,"Winter","A","Male","Junior",37,83,88,78,86,84,90,84.8333333333333,2.32722222222222
"1611",2019,"Winter","A","Female","Freshman",42,68,90,82,70,67,70,74.5,3.28333333333333
"1612",2019,"Winter","A","Male","Freshman",28,45,76,68,66,45,46,57.6666666666667,2.28555555555556
"1613",2019,"Winter","A","Female","Sophomore",40,68,90,76,82,80,84,80,3.18333333333333
"1614",2019,"Winter","A","Female","Sophomore",57,97,96,96,96,100,100,97.5,3.77777777777778
"1615",2019,"Winter","A","Male","Sophomore",27,62,72,40,52,78,80,64,2.82555555555556
"1616",2019,"Winter","A","Male","Freshman",25,35,60,70,68,47,54,55.6666666666667,2.94166666666667
"1617",2019,"Winter","A","Male","Sophomore",18,90,92,86,84,76,94,87,3.14333333333333
"1618",2019,"Winter","A","Female","Freshman",23,87,96,92,86,87,86,89,3.45555555555556
"1619",2019,"Winter","A","Female","Freshman",38,47,70,66,72,47,60,60.3333333333333,2.57888888888889
"1620",2019,"Winter","A","Female","Senior",43,88,98,92,88,98,96,93.3333333333333,3.52555555555556
"1621",2019,"Winter","A","Male","Freshman",27,72,88,86,84,82,90,83.6666666666667,2.97611111111111
"1622",2019,"Winter","B","Male","Freshman",28,53,72,76,56,53,70,63.3333333333333,2.89388888888889
"1623",2019,"Winter","B","Female","Sophomore",37,78,78,84,0,76,82,66.3333333333333,3.10777777777778
"1624",2019,"Winter","B","Male","Freshman",40,82,96,98,86,78,84,87.3333333333333,3.23444444444444
"1625",2019,"Winter","B","Female","Sophomore",43,93,92,92,90,96,96,93.1666666666667,3.385
"1626",2019,"Winter","B","Female","Sophomore",52,65,88,68,64,80,80,74.1666666666667,3.32555555555556
"1627",2019,"Winter","B","Male","Freshman",40,82,88,94,84,95,94,89.5,3.35055555555556
"1628",2019,"Winter","B","Female","Freshman",40,73,92,90,80,64,88,81.1666666666667,3.14388888888889
"1629",2019,"Winter","B","Female","Freshman",15,28,52,32,40,36,38,37.6666666666667,2.37388888888889
"1630",2019,"Winter","B","Male","Freshman",28,68,82,82,70,76,84,77,2.66555555555556
"1631",2019,"Winter","B","Male","Freshman",38,80,76,82,90,93,90,85.1666666666667,2.58444444444444
"1632",2019,"Winter","B","Male","Freshman",27,78,86,86,98,82,86,86,2.54111111111111
"1633",2019,"Winter","B","Male","Freshman",32,85,94,86,90,95,84,89,2.99
"1634",2019,"Winter","B","Male","Sophomore",30,42,88,76,52,55,40,58.8333333333333,2.49
"1635",2019,"Winter","B","Male","Freshman",25,62,66,78,82,73,76,72.8333333333333,3.41944444444444
"1636",2019,"Winter","B","Male","Freshman",48,90,98,96,88,96,92,93.3333333333333,3.72333333333333
"1637",2019,"Winter","B","Female","Sophomore",52,87,94,94,68,89,94,87.6666666666667,3.16833333333333
"1638",2019,"Winter","B","Male","Freshman",48,95,94,98,90,98,86,93.5,3.23444444444444
"1639",2019,"Winter","B","Male","Freshman",32,80,74,90,90,89,98,86.8333333333333,2.28555555555556
"1640",2019,"Winter","B","Male","Freshman",45,92,98,98,90,73,90,90.1666666666667,3.49
"1641",2019,"Winter","B","Female","Freshman",32,62,56,82,86,84,78,74.6666666666667,3.19333333333333
"1642",2019,"Winter","B","Male","Freshman",32,80,90,92,90,84,94,88.3333333333333,2.55
"1643",2019,"Winter","B","Female","Freshman",30,48,50,54,48,55,54,51.5,3.00666666666667
"1644",2019,"Winter","B","Male","Sophomore",33,65,80,74,68,87,92,77.6666666666667,3.01833333333333
"1645",2019,"Winter","B","Male","Freshman",32,93,94,96,88,95,94,93.3333333333333,3.05777777777778
"1646",2019,"Winter","B","Male","Freshman",45,83,96,98,88,98,100,93.8333333333333,3.00222222222222
"1647",2019,"Winter","B","Female","Freshman",38,75,80,94,90,87,84,85,3.13833333333333
"1648",2019,"Winter","B","Female","Sophomore",52,80,94,88,74,82,92,85,2.99722222222222
"1649",2019,"Winter","B","Male","Freshman",27,53,54,32,52,71,78,56.6666666666667,2.13888888888889
"1650",2019,"Winter","B","Male","Freshman",32,40,66,90,58,82,90,71,2.45
"1651",2019,"Winter","B","Male","Freshman",32,92,96,96,92,96,90,93.6666666666667,3.22222222222222
"1652",2019,"Winter","B","Male","Freshman",33,50,96,76,68,53,62,67.5,2.69277777777778
"1653",2019,"Winter","B","Male","Freshman",45,90,96,94,96,100,98,95.6666666666667,3.12944444444444
"1654",2019,"Winter","B","Male","Sophomore",37,68,62,82,84,67,68,71.8333333333333,3.41944444444444
"1655",2019,"Winter","B","Male","Sophomore",38,90,96,92,80,93,90,90.1666666666667,3.20888888888889
"1656",2019,"Winter","B","Male","Sophomore",38,65,80,68,74,78,58,70.5,3.49611111111111
"1657",2019,"Winter","B","Male","Sophomore",50,68,90,84,94,89,60,80.8333333333333,2.80833333333333
"1658",2019,"Winter","B","Male","Sophomore",43,90,84,96,82,78,86,86,2.49388888888889
"1659",2019,"Winter","B","Male","Sophomore",30,82,94,92,92,91,98,91.5,3.13388888888889
"1660",2019,"Winter","B","Female","Freshman",30,47,56,44,46,64,62,53.1666666666667,2.35555555555556
"1661",2019,"Winter","B","Female","Junior",28,63,92,76,80,87,84,80.3333333333333,3.07222222222222
"1662",2019,"Winter","B","Male","Freshman",28,90,94,86,90,95,86,90.1666666666667,3.18888888888889
"1663",2019,"Winter","B","Male","Freshman",47,82,92,94,80,89,88,87.5,3.22888888888889
"1664",2019,"Winter","B","Male","Freshman",30,80,90,82,76,80,80,81.3333333333333,3.03388888888889
"1665",2019,"Winter","B","Male","Freshman",47,90,94,94,76,100,90,90.6666666666667,3.20555555555556
"1666",2019,"Winter","B","Female","Freshman",37,87,90,88,82,82,88,86.1666666666667,2.69055555555556
"1667",2019,"Winter","B","Female","Junior",35,63,90,86,80,64,78,76.8333333333333,3.3
"1668",2019,"Winter","B","Male","Freshman",27,47,78,82,78,71,68,70.6666666666667,2.29111111111111
"1669",2019,"Winter","B","Male","Sophomore",23,60,84,94,86,69,84,79.5,2.68055555555556
"1670",2019,"Winter","B","Male","Senior",37,70,82,62,72,65,84,72.5,3.06833333333333
"1671",2019,"Winter","B","Male","Freshman",28,40,70,68,60,45,46,54.8333333333333,2.68777777777778
"1672",2019,"Winter","B","Male","Freshman",37,92,96,100,90,89,90,92.8333333333333,2.67055555555556
"1673",2019,"Winter","B","Male","Freshman",30,67,64,62,82,55,56,64.3333333333333,2.55222222222222
"1674",2019,"Winter","B","Female","Freshman",28,67,74,80,74,73,80,74.6666666666667,2.86944444444444
"1675",2019,"Winter","B","Male","Freshman",27,82,86,82,84,89,90,85.5,2.96777777777778
"1676",2019,"Winter","B","Male","Sophomore",27,95,94,100,98,98,96,96.8333333333333,3.26555555555556
"1677",2019,"Winter","B","Male","Junior",67,92,100,98,94,87,90,93.5,2.89555555555556
"1678",2019,"Winter","B","Male","Freshman",50,90,96,98,94,96,94,94.6666666666667,3.39611111111111
"1679",2019,"Winter","B","Female","Freshman",45,83,90,88,86,89,84,86.6666666666667,3.38944444444444
"1680",2019,"Winter","B","Male","Sophomore",43,98,98,94,98,98,96,97,3.32333333333333
"1681",2019,"Winter","B","Male","Freshman",27,70,82,84,78,96,88,83,3.05666666666667
"1682",2019,"Winter","B","Female","Sophomore",32,70,88,82,70,87,94,81.8333333333333,3.00166666666667
"1683",2019,"Winter","B","Male","Freshman",67,100,100,100,100,100,96,99.3333333333333,2.85833333333333
"1684",2019,"Winter","B","Female","Freshman",32,72,76,76,74,87,80,77.5,3.01222222222222
"1685",2019,"Winter","B","Male","Freshman",63,88,98,100,92,98,96,95.3333333333333,2.88944444444444
"1686",2019,"Winter","B","Male","Freshman",33,52,90,84,56,65,36,63.8333333333333,3.31555555555556
"1687",2019,"Winter","B","Male","Freshman",32,93,94,92,96,100,98,95.5,2.955
"1688",2019,"Winter","B","Female","Freshman",27,38,48,42,36,31,34,38.1666666666667,2.665
"1689",2019,"Winter","E","Male","Freshman",37,90,92,80,90,87,86,87.5,3.24388888888889
"1690",2019,"Winter","E","Male","Freshman",33,72,78,78,80,78,56,73.6666666666667,2.53166666666667
"1691",2019,"Winter","E","Male","Senior",55,90,98,92,92,96,96,94,3.06277777777778
"1692",2019,"Winter","E","Male","Freshman",27,43,68,44,66,60,68,58.1666666666667,2.36055555555556
"1693",2019,"Winter","E","Female","Junior",43,88,98,0,90,95,96,77.8333333333333,3.11111111111111
"1694",2019,"Winter","E","Female","Sophomore",35,93,82,96,78,98,88,89.1666666666667,3.26333333333333
"1695",2019,"Winter","E","Male","Sophomore",43,88,94,74,88,84,88,86,3.67222222222222
"1696",2019,"Winter","E","Female","Freshman",35,90,96,84,82,93,92,89.5,3.19722222222222
"1697",2019,"Winter","E","Female","Sophomore",25,60,76,76,84,87,78,76.8333333333333,3.06222222222222
"1698",2019,"Winter","E","Female","Freshman",38,72,84,82,74,96,78,81,2.99555555555556
"1699",2019,"Winter","E","Female","Junior",25,45,86,84,98,78,88,79.8333333333333,3.20388888888889
"1700",2019,"Winter","E","Male","Sophomore",38,90,80,98,92,85,88,88.8333333333333,2.49
"1701",2019,"Winter","E","Male","Sophomore",43,77,70,90,82,87,84,81.6666666666667,2.94611111111111
"1702",2019,"Winter","E","Female","Freshman",32,62,74,92,76,85,72,76.8333333333333,2.66555555555556
"1703",2019,"Winter","E","Male","Freshman",30,82,88,80,84,75,80,81.5,3.03666666666667
"1704",2019,"Winter","E","Female","Freshman",63,75,90,76,80,73,82,79.3333333333333,3.27944444444444
"1705",2019,"Winter","E","Male","Sophomore",45,87,90,94,98,89,90,91.3333333333333,2.97444444444444
"1706",2019,"Winter","E","Male","Sophomore",40,87,92,86,90,100,98,92.1666666666667,3.27277777777778
"1707",2019,"Winter","E","Male","Freshman",35,87,94,92,88,93,92,91,3.04333333333333
"1708",2019,"Winter","E","Male","Freshman",57,85,88,72,74,84,86,81.5,3.49222222222222
"1709",2019,"Winter","E","Male","Sophomore",65,97,96,98,80,100,100,95.1666666666667,2.75166666666667
"1710",2019,"Winter","E","Female","Sophomore",32,82,66,66,88,89,88,79.8333333333333,2.44388888888889
"1711",2019,"Winter","E","Male","Sophomore",35,43,64,50,54,62,48,53.5,2.19388888888889
"1712",2019,"Winter","E","Male","Senior",73,90,100,92,92,91,90,92.5,2.87388888888889
"1713",2019,"Winter","E","Female","Junior",38,33,54,48,66,56,56,52.1666666666667,2.375
"1714",2019,"Winter","E","Male","Freshman",47,67,86,76,82,93,88,82,2.985
"1715",2019,"Winter","E","Male","Senior",83,87,96,98,92,98,98,94.8333333333333,3.06222222222222
"1716",2019,"Winter","E","Male","Freshman",45,70,82,84,80,56,84,76,2.51111111111111
"1717",2019,"Winter","E","Female","Freshman",42,77,70,60,76,76,76,72.5,3.31388888888889
"1718",2019,"Winter","E","Male","Freshman",50,93,92,82,84,98,86,89.1666666666667,3.33055555555556
"1719",2019,"Winter","E","Male","Freshman",48,95,100,100,100,100,98,98.8333333333333,3.24444444444444
"1720",2019,"Winter","E","Female","Sophomore",35,87,68,74,70,73,84,76,2.99666666666667
"1721",2019,"Winter","E","Female","Freshman",47,63,86,80,94,73,66,77,3.45
"1722",2019,"Winter","E","Female","Sophomore",35,45,60,74,56,49,40,54,2.93166666666667
"1723",2019,"Winter","E","Male","Freshman",35,68,78,86,64,69,46,68.5,2.32555555555556
"1724",2019,"Winter","E","Female","Sophomore",33,73,74,78,68,42,84,69.8333333333333,3.30833333333333
"1725",2019,"Winter","E","Male","Freshman",47,80,90,84,84,78,94,85,3.29333333333333
"1726",2019,"Winter","E","Female","Freshman",20,38,74,62,60,49,48,55.1666666666667,2.59722222222222
"1727",2019,"Winter","E","Male","Freshman",68,67,74,80,68,89,80,76.3333333333333,2.36555555555556
"1728",2019,"Winter","E","Female","Freshman",45,62,92,74,48,91,80,74.5,3.47111111111111
"1729",2019,"Winter","E","Male","Sophomore",50,68,74,86,78,55,80,73.5,3.285
"1730",2019,"Winter","E","Male","Freshman",30,58,64,42,74,69,68,62.5,2.52111111111111
"1731",2019,"Winter","E","Female","Freshman",33,42,58,44,64,58,64,55,2.61722222222222
"1732",2019,"Winter","E","Female","Freshman",32,77,78,88,84,85,84,82.6666666666667,2.57611111111111
"1733",2019,"Winter","E","Female","Freshman",33,50,64,58,56,64,46,56.3333333333333,2.49
"1734",2019,"Winter","E","Male","Sophomore",38,98,100,94,78,100,94,94,3.34166666666667
"1735",2019,"Winter","E","Male","Sophomore",30,50,68,52,66,40,70,57.6666666666667,2.62055555555556
"1736",2019,"Winter","A","Male","Junior",35,40,64,46,74,45,46,52.5,2.61111111111111
"1737",2019,"Winter","A","Male","Freshman",52,58,82,68,74,71,44,66.1666666666667,2.77388888888889
"1738",2019,"Winter","A","Female","Freshman",32,67,90,70,76,67,50,70,3.04888888888889
"1739",2019,"Winter","A","Male","Freshman",43,82,92,86,88,95,90,88.8333333333333,2.89
"1740",2019,"Winter","A","Female","Freshman",42,80,82,86,84,95,90,86.1666666666667,2.76611111111111
"1741",2019,"Winter","A","Male","Freshman",28,45,88,64,68,35,56,59.3333333333333,2.76611111111111
"1742",2019,"Winter","A","Male","Freshman",28,38,40,46,46,35,40,40.8333333333333,2.26388888888889
"1743",2019,"Winter","A","Male","Freshman",48,78,98,90,80,91,84,86.8333333333333,3.44055555555556
"1744",2019,"Winter","A","Male","Sophomore",35,63,94,62,84,85,64,75.3333333333333,2.94333333333333
"1745",2019,"Winter","A","Male","Junior",28,68,92,76,96,96,94,87,2.98388888888889
"1746",2019,"Winter","A","Male","Freshman",30,85,92,90,90,93,76,87.6666666666667,2.585
"1747",2019,"Winter","A","Female","Junior",45,57,78,74,84,67,70,71.6666666666667,3.14333333333333
"1748",2019,"Winter","A","Male","Freshman",28,50,68,64,68,38,34,53.6666666666667,2.51944444444444
"1749",2019,"Winter","A","Female","Freshman",33,70,74,78,64,80,82,74.6666666666667,3.31888888888889
"1750",2019,"Winter","A","Male","Freshman",48,92,100,88,94,87,94,92.5,3.29333333333333
"1751",2019,"Winter","A","Male","Freshman",55,90,98,88,90,93,96,92.5,3.44555555555556
"1752",2019,"Winter","A","Male","Freshman",48,88,98,84,76,98,90,89,3.67777777777778
"1753",2019,"Winter","A","Male","Freshman",45,63,82,86,84,69,84,78,2.35777777777778
"1754",2019,"Winter","A","Male","Sophomore",42,77,98,94,84,85,80,86.3333333333333,3.32444444444444
"1755",2019,"Winter","A","Male","Freshman",28,30,46,30,44,25,32,34.5,3.22388888888889
"1756",2019,"Winter","A","Female","Freshman",37,75,94,90,84,75,86,84,3.61111111111111
"1757",2019,"Winter","A","Male","Sophomore",25,92,74,80,70,51,66,72.1666666666667,2.38444444444444
"1758",2019,"Winter","A","Female","Freshman",35,43,62,48,50,55,58,52.6666666666667,3.04388888888889
"1759",2019,"Winter","A","Female","Freshman",40,63,82,54,76,71,70,69.3333333333333,2.98277777777778
"1760",2019,"Winter","A","Male","Freshman",28,55,52,58,50,49,50,52.3333333333333,2.29555555555556
"1761",2019,"Winter","A","Female","Freshman",32,62,72,68,84,69,76,71.8333333333333,2.94611111111111
"1762",2019,"Winter","A","Female","Senior",43,92,96,94,88,87,96,92.1666666666667,2.86166666666667
"1763",2019,"Winter","A","Male","Freshman",43,95,96,92,88,96,88,92.5,3.84888888888889
"1764",2019,"Winter","A","Male","Freshman",38,65,100,90,74,78,64,78.5,3.34055555555556
"1765",2019,"Winter","A","Female","Freshman",38,67,86,82,66,71,72,74,3.11388888888889
"1766",2019,"Winter","A","Male","Senior",57,68,98,94,84,91,64,83.1666666666667,2.79222222222222
"1767",2019,"Winter","A","Female","Junior",55,82,94,86,74,91,84,85.1666666666667,3.29555555555556
"1768",2019,"Winter","A","Male","Sophomore",35,62,90,64,72,58,68,69,2.94277777777778
"1769",2019,"Winter","A","Female","Junior",53,75,96,86,70,93,86,84.3333333333333,3.16833333333333
"1770",2019,"Winter","A","Female","Sophomore",55,83,98,98,92,96,96,93.8333333333333,3.55611111111111
"1771",2019,"Winter","A","Male","Freshman",42,87,92,90,94,93,90,91,2.90777777777778
"1772",2019,"Winter","A","Male","Freshman",33,85,96,88,92,85,94,90,3.51111111111111
"1773",2019,"Winter","A","Male","Freshman",47,98,98,96,100,98,100,98.3333333333333,3.58277777777778
"1774",2019,"Winter","A","Male","Freshman",28,87,88,86,82,91,98,88.6666666666667,2.12111111111111
"1775",2019,"Winter","A","Male","Freshman",55,93,96,86,86,98,94,92.1666666666667,3.19277777777778
"1776",2019,"Winter","A","Male","Freshman",47,77,98,88,80,69,66,79.6666666666667,2.84944444444444
"1777",2019,"Winter","A","Male","Freshman",42,65,66,84,74,80,66,72.5,2.32277777777778
"1778",2019,"Winter","A","Male","Freshman",40,75,90,90,84,89,90,86.3333333333333,3.05333333333333
"1779",2019,"Winter","D","Male","Freshman",27,63,92,78,72,75,80,76.6666666666667,3.17944444444444
"1780",2019,"Winter","D","Female","Junior",43,88,86,100,94,85,96,91.5,2.72388888888889
"1781",2019,"Winter","D","Male","Junior",38,52,88,86,72,76,38,68.6666666666667,3.52055555555556
"1782",2019,"Winter","D","Male","Junior",33,78,88,100,78,96,90,88.3333333333333,2.99222222222222
"1783",2019,"Winter","D","Male","Sophomore",43,67,90,84,76,65,68,75,3.38444444444444
"1784",2019,"Winter","D","Male","Freshman",30,75,90,80,74,82,70,78.5,3.24388888888889
"1785",2019,"Winter","D","Male","Freshman",28,55,74,54,60,51,60,59,2.65888888888889
"1786",2019,"Winter","D","Male","Senior",48,75,92,94,82,93,88,87.3333333333333,2.94722222222222
"1787",2019,"Winter","D","Male","Freshman",30,28,40,26,24,40,32,31.6666666666667,2.55333333333333
"1788",2019,"Winter","D","Male","Freshman",17,72,90,94,90,91,96,88.8333333333333,3.10666666666667
"1789",2019,"Winter","D","Female","Freshman",33,30,72,50,40,65,58,52.5,2.83444444444444
"1790",2019,"Winter","D","Male","Freshman",33,70,98,94,82,89,78,85.1666666666667,2.73222222222222
"1791",2019,"Winter","D","Male","Freshman",38,77,90,78,80,93,90,84.6666666666667,3.19444444444444
"1792",2019,"Winter","D","Male","Sophomore",30,55,62,58,80,67,62,64,2.64
"1793",2019,"Winter","D","Male","Freshman",32,37,64,40,38,62,20,43.5,2.29555555555556
"1794",2019,"Winter","D","Male","Junior",53,83,96,96,88,71,88,87,3.18333333333333
"1795",2019,"Winter","D","Male","Freshman",23,63,92,80,80,73,70,76.3333333333333,3.14277777777778
"1796",2019,"Winter","D","Male","Senior",43,70,94,72,84,89,92,83.5,2.54944444444444
"1797",2019,"Winter","D","Male","Freshman",52,67,86,60,80,69,82,74,3.335
"1798",2019,"Winter","D","Male","Junior",23,78,86,84,86,84,94,85.3333333333333,3.435
"1799",2019,"Winter","D","Male","Junior",45,77,86,74,64,78,84,77.1666666666667,3.01111111111111
"1800",2019,"Winter","D","Male","Junior",43,82,100,88,90,87,82,88.1666666666667,3.57611111111111
"1801",2019,"Winter","D","Male","Sophomore",67,92,98,94,92,96,98,95,3.62222222222222
"1802",2019,"Winter","D","Male","Freshman",33,60,74,58,68,75,62,66.1666666666667,2.94333333333333
"1803",2019,"Winter","D","Male","Junior",35,55,84,80,78,62,66,70.8333333333333,2.61111111111111
"1804",2019,"Winter","D","Male","Freshman",45,93,98,98,96,95,98,96.3333333333333,3.465
