"","Year","Semester","Instructor","Gender","Class","Average","courseavg"
"1",2018,"Fall","A","Female","Sophomore",93,0
"2",2018,"Fall","A","Female","Freshman",88.8333333333333,0
"3",2018,"Fall","A","Female","Freshman",75.3333333333333,0
"4",2018,"Fall","A","Female","Freshman",62.1666666666667,0
"5",2018,"Fall","A","Male","Senior",80.8333333333333,0
"6",2018,"Fall","A","Female","Freshman",91,0
"7",2018,"Fall","A","Female","Freshman",71.6666666666667,0
"8",2018,"Fall","A","Male","Freshman",77,0
"9",2018,"Fall","A","Female","Junior",52.5,0
"10",2018,"Fall","A","Male","Sophomore",94.6666666666667,0
"11",2018,"Fall","A","Female","Freshman",91.8333333333333,0
"12",2018,"Fall","A","Male","Freshman",81.1666666666667,0
"13",2018,"Fall","A","Female","Sophomore",88.1666666666667,0
"14",2018,"Fall","A","Male","Freshman",78.1666666666667,0
"15",2018,"Fall","A","Female","Sophomore",69.3333333333333,0
"16",2018,"Fall","A","Female","Freshman",58.8333333333333,0
"17",2018,"Fall","A","Female","Freshman",45,0
"18",2018,"Fall","A","Female","Junior",49,0
"19",2018,"Fall","A","Male","Freshman",69,0
"20",2018,"Fall","A","Male","Junior",77.3333333333333,0
"21",2018,"Fall","A","Female","Freshman",68,0
"22",2018,"Fall","A","Male","Freshman",43.6666666666667,0
"23",2018,"Fall","A","Male","Freshman",69.6666666666667,0
"24",2018,"Fall","A","Male","Sophomore",90,0
"25",2018,"Fall","A","Female","Freshman",88.6666666666667,0
"26",2018,"Fall","A","Male","Freshman",91.3333333333333,0
"27",2018,"Fall","A","Male","Junior",71.6666666666667,0
"28",2018,"Fall","A","Female","Freshman",71.8333333333333,0
"29",2018,"Fall","A","Male","Freshman",59.3333333333333,0
"30",2018,"Fall","A","Female","Freshman",74.8333333333333,0
"31",2018,"Fall","A","Male","Freshman",90,0
"32",2018,"Fall","A","Female","Freshman",72.6666666666667,0
"33",2018,"Fall","A","Male","Senior",79.8333333333333,0
"34",2018,"Fall","A","Male","Freshman",89.3333333333333,0
"35",2018,"Fall","A","Female","Junior",94,0
"36",2018,"Fall","A","Female","Freshman",88.6666666666667,0
"37",2018,"Fall","A","Male","Freshman",85.6666666666667,0
"38",2018,"Fall","A","Male","Sophomore",84.8333333333333,0
"39",2018,"Fall","A","Female","Sophomore",62.3333333333333,0
"40",2018,"Fall","A","Male","Freshman",90.6666666666667,0
"41",2018,"Fall","A","Male","Junior",96,0
"42",2018,"Fall","A","Male","Senior",77.8333333333333,0
"43",2018,"Fall","A","Female","Freshman",56.3333333333333,0
"44",2018,"Fall","A","Male","Freshman",89.8333333333333,0
"45",2018,"Fall","A","Male","Freshman",85,0
"46",2018,"Fall","A","Male","Freshman",49.3333333333333,0
"47",2018,"Fall","A","Male","Freshman",88.8333333333333,0
"48",2018,"Fall","A","Male","Freshman",97.8333333333333,0
"49",2018,"Fall","A","Male","Junior",93,0
"50",2018,"Fall","A","Female","Freshman",84.3333333333333,0
"51",2018,"Fall","A","Female","Freshman",88.6666666666667,0
"52",2018,"Fall","A","Male","Senior",95.6666666666667,0
"53",2018,"Fall","A","Female","Freshman",82.5,0
"54",2018,"Fall","A","Male","Freshman",39,0
"55",2018,"Fall","A","Female","Sophomore",72.3333333333333,0
"56",2018,"Fall","A","Female","Junior",57.1666666666667,0
"57",2018,"Fall","A","Male","Junior",65.6666666666667,0
"58",2018,"Fall","A","Male","Freshman",94.3333333333333,0
"59",2018,"Fall","A","Male","Freshman",76.6666666666667,0
"60",2018,"Fall","A","Female","Sophomore",56.6666666666667,0
"61",2018,"Fall","A","Female","Freshman",39.8333333333333,0
"62",2018,"Fall","A","Female","Freshman",67.1666666666667,0
"63",2018,"Fall","A","Female","Freshman",46.3333333333333,0
"64",2018,"Fall","A","Female","Freshman",50.1666666666667,0
"65",2018,"Fall","A","Male","Freshman",80.5,0
"66",2018,"Fall","A","Female","Freshman",63.8333333333333,0
"67",2018,"Fall","C","Male","Freshman",77.3333333333333,0
"68",2018,"Fall","C","Female","Freshman",48.8333333333333,0
"69",2018,"Fall","C","Male","Freshman",44.6666666666667,0
"70",2018,"Fall","C","Female","Junior",59.8333333333333,0
"71",2018,"Fall","C","Male","Freshman",57.5,0
"72",2018,"Fall","C","Male","Freshman",84.3333333333333,0
"73",2018,"Fall","C","Female","Freshman",50.1666666666667,0
"74",2018,"Fall","C","Male","Freshman",87.1666666666667,0
"75",2018,"Fall","C","Female","Freshman",88.5,0
"76",2018,"Fall","C","Female","Freshman",75.1666666666667,0
"77",2018,"Fall","C","Male","Freshman",79.1666666666667,0
"78",2018,"Fall","C","Male","Freshman",70.8333333333333,0
"79",2018,"Fall","C","Female","Freshman",85.3333333333333,0
"80",2018,"Fall","C","Male","Freshman",87.5,0
"81",2018,"Fall","C","Male","Freshman",91.1666666666667,0
"82",2018,"Fall","C","Male","Freshman",84.1666666666667,0
"83",2018,"Fall","C","Male","Freshman",86.6666666666667,0
"84",2018,"Fall","C","Male","Freshman",83.1666666666667,0
"85",2018,"Fall","C","Male","Freshman",67.3333333333333,0
"86",2018,"Fall","C","Female","Freshman",66.5,0
"87",2018,"Fall","C","Female","Junior",76.3333333333333,0
"88",2018,"Fall","C","Female","Freshman",74,0
"89",2018,"Fall","C","Female","Freshman",68.5,0
"90",2018,"Fall","C","Female","Sophomore",87.6666666666667,0
"91",2018,"Fall","C","Female","Freshman",63.6666666666667,0
"92",2018,"Fall","C","Female","Freshman",66.3333333333333,0
"93",2018,"Fall","C","Male","Freshman",64.8333333333333,0
"94",2018,"Fall","C","Female","Freshman",56.5,0
"95",2018,"Fall","C","Male","Senior",88.5,0
"96",2018,"Fall","C","Male","Freshman",80.8333333333333,0
"97",2018,"Fall","C","Female","Freshman",67.3333333333333,0
"98",2018,"Fall","C","Male","Freshman",90.1666666666667,0
"99",2018,"Fall","C","Female","Sophomore",93,0
"100",2018,"Fall","C","Female","Freshman",80,0
"101",2018,"Fall","C","Male","Freshman",78,0
"102",2018,"Fall","C","Male","Freshman",70.1666666666667,0
"103",2018,"Fall","C","Female","Sophomore",48.1666666666667,0
"104",2018,"Fall","C","Female","Freshman",69.5,0
"105",2018,"Fall","C","Female","Sophomore",84.8333333333333,0
"106",2018,"Fall","C","Female","Freshman",72.3333333333333,0
"107",2018,"Fall","C","Female","Freshman",62.1666666666667,0
"108",2018,"Fall","C","Male","Freshman",59.1666666666667,0
"109",2018,"Fall","C","Female","Senior",84.3333333333333,0
"110",2018,"Fall","C","Female","Freshman",75.5,0
"111",2018,"Fall","C","Male","Freshman",70.3333333333333,0
"112",2018,"Fall","C","Male","Freshman",68,0
"113",2018,"Fall","C","Female","Freshman",68.6666666666667,0
"114",2018,"Fall","C","Female","Freshman",57.1666666666667,0
"115",2018,"Fall","C","Male","Freshman",87,0
"116",2018,"Fall","C","Male","Freshman",85.6666666666667,0
"117",2018,"Fall","C","Male","Freshman",84.6666666666667,0
"118",2018,"Fall","C","Male","Freshman",68.6666666666667,0
"119",2018,"Fall","C","Male","Freshman",95,0
"120",2018,"Fall","C","Female","Freshman",85.6666666666667,0
"121",2018,"Fall","C","Male","Freshman",63.3333333333333,0
"122",2018,"Fall","C","Female","Freshman",70.6666666666667,0
"123",2018,"Fall","C","Male","Freshman",77.6666666666667,0
"124",2018,"Fall","C","Male","Sophomore",87.5,0
"125",2018,"Fall","C","Male","Freshman",85.3333333333333,0
"126",2018,"Fall","C","Female","Freshman",60.3333333333333,0
"127",2018,"Fall","C","Male","Freshman",92.8333333333333,0
"128",2018,"Fall","C","Male","Freshman",57.1666666666667,0
"129",2018,"Fall","C","Female","Freshman",82.6666666666667,0
"130",2018,"Fall","D","Male","Freshman",92.5,0
"131",2018,"Fall","D","Male","Freshman",45.1666666666667,0
"132",2018,"Fall","D","Male","Freshman",69.6666666666667,0
"133",2018,"Fall","D","Female","Freshman",90.1666666666667,0
"134",2018,"Fall","D","Male","Sophomore",92.3333333333333,0
"135",2018,"Fall","D","Male","Senior",94.1666666666667,0
"136",2018,"Fall","D","Male","Freshman",93.8333333333333,0
"137",2018,"Fall","D","Female","Sophomore",49.3333333333333,0
"138",2018,"Fall","D","Female","Freshman",80,0
"139",2018,"Fall","D","Female","Junior",35.3333333333333,0
"140",2018,"Fall","D","Male","Freshman",73,0
"141",2018,"Fall","D","Male","Freshman",81.5,0
"142",2018,"Fall","D","Female","Sophomore",58.1666666666667,0
"143",2018,"Fall","D","Male","Freshman",63.1666666666667,0
"144",2018,"Fall","D","Male","Senior",92.8333333333333,0
"145",2018,"Fall","D","Male","Freshman",58,0
"146",2018,"Fall","D","Female","Sophomore",78,0
"147",2018,"Fall","D","Male","Freshman",47.5,0
"148",2018,"Fall","D","Female","Sophomore",54.6666666666667,0
"149",2018,"Fall","D","Male","Freshman",68.8333333333333,0
"150",2018,"Fall","D","Female","Sophomore",70.3333333333333,0
"151",2018,"Fall","D","Male","Freshman",62,0
"152",2018,"Fall","D","Female","Sophomore",61.1666666666667,0
"153",2018,"Fall","D","Male","Sophomore",63.8333333333333,0
"154",2018,"Fall","D","Female","Freshman",67.5,0
"155",2018,"Fall","D","Male","Freshman",87.5,0
"156",2018,"Fall","D","Male","Freshman",93.1666666666667,0
"157",2018,"Fall","D","Female","Sophomore",87.3333333333333,0
"158",2018,"Fall","D","Female","Junior",93.3333333333333,0
"159",2018,"Fall","D","Male","Sophomore",88.5,0
"160",2018,"Fall","D","Male","Freshman",64.5,0
"161",2018,"Fall","D","Male","Freshman",87.6666666666667,0
"162",2018,"Fall","D","Female","Sophomore",69.1666666666667,0
"163",2018,"Fall","D","Male","Freshman",70.5,0
"164",2018,"Fall","D","Female","Junior",64.3333333333333,0
"165",2018,"Fall","D","Male","Freshman",72.3333333333333,0
"166",2018,"Fall","D","Female","Sophomore",74.3333333333333,0
"167",2018,"Fall","D","Female","Freshman",67.1666666666667,0
"168",2018,"Fall","D","Female","Senior",61.8333333333333,0
"169",2018,"Fall","D","Male","Freshman",89.8333333333333,0
"170",2018,"Fall","D","Female","Sophomore",88.8333333333333,0
"171",2018,"Fall","D","Female","Sophomore",70.1666666666667,0
"172",2018,"Fall","D","Female","Freshman",65.6666666666667,0
"173",2018,"Fall","D","Female","Senior",81.8333333333333,0
"174",2018,"Fall","D","Male","Freshman",85.8333333333333,0
"175",2018,"Fall","D","Male","Freshman",89.3333333333333,0
"176",2018,"Fall","D","Female","Sophomore",83.3333333333333,0
"177",2018,"Fall","D","Female","Sophomore",55.3333333333333,0
"178",2018,"Fall","D","Male","Freshman",78.3333333333333,0
"179",2018,"Fall","D","Female","Freshman",79.5,0
"180",2018,"Fall","D","Male","Junior",84,0
"181",2018,"Fall","D","Male","Freshman",52.6666666666667,0
"182",2018,"Fall","D","Female","Sophomore",59.3333333333333,0
"183",2018,"Fall","D","Female","Freshman",72.3333333333333,0
"184",2018,"Fall","D","Female","Junior",83.5,0
"185",2018,"Fall","D","Male","Freshman",55.3333333333333,0
"186",2018,"Fall","D","Male","Freshman",76.6666666666667,0
"187",2018,"Fall","D","Male","Sophomore",89.8333333333333,0
"188",2018,"Fall","D","Female","Sophomore",66,0
"189",2018,"Fall","D","Male","Sophomore",93.5,0
"190",2018,"Fall","D","Female","Sophomore",83,0
"191",2018,"Fall","D","Male","Sophomore",72.1666666666667,0
"192",2018,"Fall","D","Male","Sophomore",82.8333333333333,0
"193",2018,"Fall","D","Female","Freshman",83.8333333333333,0
"194",2018,"Fall","D","Male","Freshman",83.3333333333333,0
"195",2018,"Fall","D","Male","Freshman",86.5,0
"196",2018,"Fall","D","Male","Freshman",63.3333333333333,0
"197",2018,"Fall","D","Male","Sophomore",81.3333333333333,0
"198",2018,"Fall","D","Female","Freshman",84.8333333333333,0
"199",2018,"Fall","B","Male","Junior",90.3333333333333,0
"200",2018,"Fall","B","Female","Sophomore",76,0
"201",2018,"Fall","B","Male","Junior",78.3333333333333,0
"202",2018,"Fall","B","Male","Freshman",78.1666666666667,0
"203",2018,"Fall","B","Male","Freshman",75.5,0
"204",2018,"Fall","B","Male","Senior",86.1666666666667,0
"205",2018,"Fall","B","Male","Freshman",92,0
"206",2018,"Fall","B","Female","Freshman",43.8333333333333,0
"207",2018,"Fall","B","Male","Sophomore",67,0
"208",2018,"Fall","B","Female","Freshman",73,0
"209",2018,"Fall","B","Female","Freshman",61.8333333333333,0
"210",2018,"Fall","B","Male","Freshman",92,0
"211",2018,"Fall","B","Female","Junior",89.5,0
"212",2018,"Fall","B","Female","Freshman",77.1666666666667,0
"213",2018,"Fall","B","Female","Sophomore",71.8333333333333,0
"214",2018,"Fall","B","Female","Freshman",76.1666666666667,0
"215",2018,"Fall","B","Female","Junior",70.3333333333333,0
"216",2018,"Fall","B","Female","Freshman",72.8333333333333,0
"217",2018,"Fall","B","Female","Freshman",76.6666666666667,0
"218",2018,"Fall","B","Female","Freshman",95,0
"219",2018,"Fall","B","Male","Sophomore",90.6666666666667,0
"220",2018,"Fall","B","Male","Freshman",69.3333333333333,0
"221",2018,"Fall","B","Male","Senior",93.1666666666667,0
"222",2018,"Fall","B","Female","Freshman",76.3333333333333,0
"223",2018,"Fall","B","Female","Freshman",91.6666666666667,0
"224",2018,"Fall","B","Male","Junior",71.1666666666667,0
"225",2018,"Fall","B","Male","Senior",95.3333333333333,0
"226",2018,"Fall","B","Male","Junior",90.5,0
"227",2018,"Fall","B","Male","Freshman",85.5,0
"228",2018,"Fall","B","Male","Freshman",61,0
"229",2018,"Fall","B","Female","Junior",64,0
"230",2018,"Fall","B","Female","Freshman",82.1666666666667,0
"231",2018,"Fall","B","Male","Sophomore",81,0
"232",2018,"Fall","B","Male","Sophomore",74.3333333333333,0
"233",2018,"Fall","B","Male","Freshman",85,0
"234",2018,"Fall","B","Female","Freshman",67.5,0
"235",2018,"Fall","B","Male","Freshman",76.3333333333333,0
"236",2018,"Fall","B","Male","Freshman",88.1666666666667,0
"237",2018,"Fall","B","Female","Senior",85,0
"238",2018,"Fall","B","Male","Freshman",78.5,0
"239",2018,"Fall","B","Male","Sophomore",90.8333333333333,0
"240",2018,"Fall","B","Female","Sophomore",76,0
"241",2018,"Fall","B","Male","Freshman",52.1666666666667,0
"242",2018,"Fall","B","Female","Junior",81.1666666666667,0
"243",2018,"Fall","B","Female","Sophomore",85.8333333333333,0
"244",2018,"Fall","B","Male","Junior",72.3333333333333,0
"245",2018,"Fall","B","Female","Freshman",40.8333333333333,0
"246",2018,"Fall","B","Male","Freshman",88.8333333333333,0
"247",2018,"Fall","B","Male","Sophomore",90.6666666666667,0
"248",2018,"Fall","B","Male","Freshman",89.6666666666667,0
"249",2018,"Fall","B","Male","Senior",82,0
"250",2018,"Fall","B","Female","Freshman",74.5,0
"251",2018,"Fall","B","Female","Sophomore",92.5,0
"252",2018,"Fall","B","Female","Sophomore",71.5,0
"253",2018,"Fall","B","Female","Sophomore",66.6666666666667,0
"254",2018,"Fall","B","Male","Freshman",77.3333333333333,0
"255",2018,"Fall","B","Male","Freshman",79.5,0
"256",2018,"Fall","B","Male","Freshman",92.1666666666667,0
"257",2018,"Fall","B","Female","Junior",93.1666666666667,0
"258",2018,"Fall","B","Male","Freshman",66.5,0
"259",2018,"Fall","B","Female","Sophomore",38.6666666666667,0
"260",2018,"Fall","B","Male","Freshman",80.1666666666667,0
"261",2018,"Fall","B","Female","Junior",61.1666666666667,0
"262",2018,"Fall","B","Male","Freshman",77.5,0
"263",2018,"Fall","B","Female","Junior",73.5,0
"264",2018,"Fall","B","Male","Freshman",90.6666666666667,0
"265",2018,"Fall","B","Female","Junior",88.3333333333333,0
"266",2018,"Fall","B","Female","Sophomore",99,0
"267",2018,"Fall","B","Female","Freshman",59.1666666666667,0
"268",2018,"Fall","B","Female","Sophomore",92.1666666666667,0
"269",2018,"Fall","B","Male","Freshman",75.6666666666667,0
"270",2018,"Fall","B","Male","Senior",76.5,0
"271",2018,"Fall","B","Male","Senior",84,0
"272",2018,"Fall","B","Male","Freshman",80.8333333333333,0
"273",2018,"Fall","E","Female","Freshman",76.5,0
"274",2018,"Fall","E","Male","Senior",84.1666666666667,0
"275",2018,"Fall","E","Female","Senior",86.8333333333333,0
"276",2018,"Fall","E","Female","Junior",87.5,0
"277",2018,"Fall","E","Male","Freshman",46,0
"278",2018,"Fall","E","Male","Freshman",82.8333333333333,0
"279",2018,"Fall","E","Female","Junior",74.5,0
"280",2018,"Fall","E","Male","Junior",87.3333333333333,0
"281",2018,"Fall","E","Male","Freshman",89,0
"282",2018,"Fall","E","Male","Sophomore",67.8333333333333,0
"283",2018,"Fall","E","Female","Freshman",63.1666666666667,0
"284",2018,"Fall","E","Male","Freshman",75.3333333333333,0
"285",2018,"Fall","E","Female","Sophomore",69.1666666666667,0
"286",2018,"Fall","E","Male","Freshman",70.8333333333333,0
"287",2018,"Fall","E","Male","Freshman",86.6666666666667,0
"288",2018,"Fall","E","Female","Sophomore",75.1666666666667,0
"289",2018,"Fall","E","Female","Sophomore",67.5,0
"290",2018,"Fall","E","Male","Freshman",80.6666666666667,0
"291",2018,"Fall","E","Male","Sophomore",82.1666666666667,0
"292",2018,"Fall","E","Female","Junior",87,0
"293",2018,"Fall","E","Female","Freshman",75.6666666666667,0
"294",2018,"Fall","E","Male","Freshman",96.1666666666667,0
"295",2018,"Fall","E","Male","Junior",73.8333333333333,0
"296",2018,"Fall","E","Female","Freshman",73.1666666666667,0
"297",2018,"Fall","E","Male","Sophomore",89,0
"298",2018,"Fall","E","Male","Freshman",76.8333333333333,0
"299",2018,"Fall","E","Female","Freshman",60.1666666666667,0
"300",2018,"Fall","E","Male","Freshman",89.3333333333333,0
"301",2018,"Fall","E","Female","Freshman",96.1666666666667,0
"302",2018,"Fall","E","Male","Freshman",87.8333333333333,0
"303",2018,"Fall","E","Female","Sophomore",91.1666666666667,0
"304",2018,"Fall","E","Male","Freshman",78.1666666666667,0
"305",2018,"Fall","E","Female","Junior",96.8333333333333,0
"306",2018,"Fall","E","Female","Freshman",70,0
"307",2018,"Fall","E","Female","Sophomore",59,0
"308",2018,"Fall","E","Male","Freshman",85.8333333333333,0
"309",2018,"Fall","E","Female","Sophomore",75.3333333333333,0
"310",2018,"Fall","E","Male","Freshman",83.6666666666667,0
"311",2018,"Fall","E","Female","Freshman",71.6666666666667,0
"312",2018,"Fall","E","Male","Sophomore",80.6666666666667,0
"313",2018,"Fall","E","Female","Freshman",57.5,0
"314",2018,"Fall","E","Male","Freshman",81.5,0
"315",2018,"Fall","E","Female","Freshman",91,0
"316",2018,"Fall","E","Male","Freshman",59.8333333333333,0
"317",2018,"Fall","E","Male","Freshman",92.8333333333333,0
"318",2018,"Fall","E","Male","Freshman",90.5,0
"319",2018,"Fall","E","Male","Junior",81.5,0
"320",2018,"Fall","E","Male","Freshman",70,0
"321",2018,"Fall","E","Female","Freshman",59.8333333333333,0
"322",2018,"Fall","E","Male","Sophomore",73.8333333333333,0
"323",2018,"Fall","E","Female","Junior",95.1666666666667,0
"324",2018,"Fall","E","Male","Freshman",74.5,0
"325",2018,"Fall","E","Male","Freshman",92.5,0
"326",2018,"Fall","E","Female","Sophomore",94.8333333333333,0
"327",2018,"Fall","E","Male","Sophomore",82.3333333333333,0
"328",2018,"Fall","E","Female","Sophomore",75.1666666666667,0
"329",2018,"Fall","E","Male","Freshman",93.6666666666667,0
"330",2018,"Fall","E","Female","Sophomore",54.1666666666667,0
"331",2018,"Fall","E","Male","Senior",96.3333333333333,0
"332",2018,"Fall","E","Male","Freshman",79.6666666666667,0
"333",2018,"Fall","E","Male","Sophomore",74.8333333333333,0
"334",2018,"Fall","E","Male","Freshman",74.8333333333333,0
"335",2018,"Fall","E","Female","Freshman",86.5,0
"336",2018,"Fall","E","Female","Senior",66.8333333333333,0
"337",2018,"Fall","E","Male","Freshman",93.6666666666667,0
"338",2018,"Fall","E","Male","Freshman",69.3333333333333,0
"339",2018,"Fall","E","Female","Freshman",96.1666666666667,0
"340",2018,"Fall","E","Male","Sophomore",64.8333333333333,0
"341",2018,"Fall","E","Male","Freshman",91.5,0
"342",2018,"Fall","E","Male","Freshman",83,0
"343",2018,"Fall","E","Male","Freshman",61.1666666666667,0
"344",2019,"Winter","A","Male","Freshman",91.6666666666667,0
"345",2019,"Winter","A","Male","Freshman",91.6666666666667,0
"346",2019,"Winter","A","Male","Freshman",91.6666666666667,0
"347",2019,"Winter","A","Male","Freshman",91.6666666666667,0
"348",2019,"Winter","A","Male","Freshman",91.6666666666667,0
"349",2019,"Winter","A","Male","Freshman",91.6666666666667,0
"350",2019,"Winter","A","Male","Freshman",91.6666666666667,0
"351",2019,"Winter","A","Male","Freshman",91.6666666666667,0
"352",2019,"Winter","A","Male","Freshman",91.6666666666667,0
"353",2019,"Winter","A","Male","Freshman",91.6666666666667,0
"354",2019,"Winter","A","Male","Freshman",91.6666666666667,0
"355",2019,"Winter","A","Male","Freshman",91.6666666666667,0
"356",2019,"Winter","A","Male","Freshman",91.6666666666667,0
"357",2019,"Winter","A","Male","Freshman",91.6666666666667,0
"358",2019,"Winter","A","Male","Freshman",91.6666666666667,0
"359",2019,"Winter","A","Male","Freshman",91.6666666666667,0
"360",2019,"Winter","A","Male","Freshman",91.6666666666667,0
"361",2019,"Winter","A","Male","Freshman",91.6666666666667,0
"362",2019,"Winter","A","Male","Freshman",91.6666666666667,0
"363",2019,"Winter","A","Male","Freshman",91.6666666666667,0
"364",2019,"Winter","A","Male","Freshman",91.6666666666667,0
"365",2019,"Winter","A","Male","Freshman",91.6666666666667,0
"366",2019,"Winter","A","Male","Freshman",91.6666666666667,0
"367",2019,"Winter","A","Male","Freshman",91.6666666666667,0
"368",2019,"Winter","A","Male","Freshman",91.6666666666667,0
"369",2019,"Winter","A","Male","Freshman",91.6666666666667,0
"370",2019,"Winter","A","Male","Freshman",91.6666666666667,0
"371",2019,"Winter","A","Male","Freshman",91.6666666666667,0
"372",2019,"Winter","A","Male","Freshman",91.6666666666667,0
"373",2019,"Winter","A","Male","Freshman",91.6666666666667,0
"374",2019,"Winter","A","Male","Freshman",91.6666666666667,0
"375",2019,"Winter","A","Male","Freshman",91.6666666666667,0
"376",2019,"Winter","A","Male","Freshman",91.6666666666667,0
"377",2019,"Winter","A","Male","Freshman",91.6666666666667,0
"378",2019,"Winter","A","Male","Freshman",91.6666666666667,0
"379",2019,"Winter","A","Male","Freshman",91.6666666666667,0
"380",2019,"Winter","A","Male","Freshman",91.6666666666667,0
"381",2019,"Winter","A","Male","Freshman",91.6666666666667,0
"382",2019,"Winter","A","Male","Freshman",91.6666666666667,0
"383",2019,"Winter","A","Male","Freshman",91.6666666666667,0
"384",2019,"Winter","A","Male","Freshman",91.6666666666667,0
"385",2019,"Winter","A","Male","Freshman",91.6666666666667,0
"386",2019,"Winter","A","Male","Freshman",91.6666666666667,0
"387",2019,"Winter","A","Male","Freshman",91.6666666666667,0
"388",2019,"Winter","A","Male","Freshman",91.6666666666667,0
"389",2019,"Winter","A","Male","Freshman",91.6666666666667,0
"390",2019,"Winter","A","Male","Freshman",91.6666666666667,0
"391",2019,"Winter","A","Male","Freshman",91.6666666666667,0
"392",2019,"Winter","A","Male","Freshman",91.6666666666667,0
"393",2019,"Winter","A","Male","Freshman",91.6666666666667,0
"394",2019,"Winter","A","Male","Freshman",91.6666666666667,0
"395",2019,"Winter","A","Male","Freshman",91.6666666666667,0
"396",2019,"Winter","A","Male","Freshman",91.6666666666667,0
"397",2019,"Winter","A","Male","Freshman",91.6666666666667,0
"398",2019,"Winter","A","Male","Freshman",91.6666666666667,0
"399",2019,"Winter","A","Male","Freshman",91.6666666666667,0
"400",2019,"Winter","A","Male","Freshman",91.6666666666667,0
"401",2019,"Winter","A","Male","Freshman",91.6666666666667,0
"402",2019,"Winter","A","Male","Freshman",91.6666666666667,0
"403",2019,"Winter","A","Male","Junior",87.5,0
"404",2019,"Winter","A","Male","Junior",87.5,0
"405",2019,"Winter","A","Male","Junior",87.5,0
"406",2019,"Winter","A","Male","Junior",87.5,0
"407",2019,"Winter","A","Male","Junior",87.5,0
"408",2019,"Winter","A","Male","Junior",87.5,0
"409",2019,"Winter","A","Male","Junior",87.5,0
"410",2019,"Winter","A","Male","Junior",87.5,0
"411",2019,"Winter","A","Male","Junior",87.5,0
"412",2019,"Winter","A","Male","Junior",87.5,0
"413",2019,"Winter","A","Male","Sophomore",79.5,0
"414",2019,"Winter","A","Male","Sophomore",79.5,0
"415",2019,"Winter","A","Male","Sophomore",79.5,0
"416",2019,"Winter","A","Male","Sophomore",79.5,0
"417",2019,"Winter","A","Male","Sophomore",79.5,0
"418",2019,"Winter","A","Male","Sophomore",79.5,0
"419",2019,"Winter","A","Male","Sophomore",79.5,0
"420",2019,"Winter","A","Male","Sophomore",79.5,0
"421",2019,"Winter","A","Male","Sophomore",79.5,0
"422",2019,"Winter","A","Male","Sophomore",79.5,0
"423",2019,"Winter","A","Male","Sophomore",79.5,0
"424",2019,"Winter","A","Male","Sophomore",79.5,0
"425",2019,"Winter","A","Male","Sophomore",79.5,0
"426",2019,"Winter","A","Male","Sophomore",79.5,0
"427",2019,"Winter","A","Male","Sophomore",79.5,0
"428",2019,"Winter","A","Male","Sophomore",79.5,0
"429",2019,"Winter","A","Male","Sophomore",79.5,0
"430",2019,"Winter","A","Male","Sophomore",79.5,0
"431",2019,"Winter","A","Male","Sophomore",79.5,0
"432",2019,"Winter","A","Male","Sophomore",79.5,0
"433",2019,"Winter","A","Male","Sophomore",79.5,0
"434",2019,"Winter","A","Male","Sophomore",79.5,0
"435",2019,"Winter","A","Male","Sophomore",79.5,0
"436",2019,"Winter","A","Male","Sophomore",79.5,0
"437",2019,"Winter","A","Male","Sophomore",79.5,0
"438",2019,"Winter","A","Male","Sophomore",79.5,0
"439",2019,"Winter","A","Male","Sophomore",79.5,0
"440",2019,"Winter","A","Male","Freshman",79.3333333333333,0
"441",2019,"Winter","A","Male","Freshman",79.3333333333333,0
"442",2019,"Winter","A","Male","Freshman",79.3333333333333,0
"443",2019,"Winter","A","Male","Freshman",79.3333333333333,0
"444",2019,"Winter","A","Male","Freshman",79.3333333333333,0
"445",2019,"Winter","A","Male","Freshman",79.3333333333333,0
"446",2019,"Winter","A","Male","Freshman",79.3333333333333,0
"447",2019,"Winter","A","Male","Freshman",79.3333333333333,0
"448",2019,"Winter","A","Male","Freshman",79.3333333333333,0
"449",2019,"Winter","A","Male","Freshman",79.3333333333333,0
"450",2019,"Winter","A","Male","Freshman",79.3333333333333,0
"451",2019,"Winter","A","Male","Freshman",79.3333333333333,0
"452",2019,"Winter","A","Male","Freshman",79.3333333333333,0
"453",2019,"Winter","A","Male","Freshman",79.3333333333333,0
"454",2019,"Winter","A","Male","Freshman",79.3333333333333,0
"455",2019,"Winter","A","Male","Freshman",79.3333333333333,0
"456",2019,"Winter","A","Male","Freshman",79.3333333333333,0
"457",2019,"Winter","A","Male","Freshman",79.3333333333333,0
"458",2019,"Winter","A","Male","Freshman",79.3333333333333,0
"459",2019,"Winter","A","Male","Freshman",79.3333333333333,0
"460",2019,"Winter","A","Male","Freshman",79.3333333333333,0
"461",2019,"Winter","A","Male","Freshman",79.3333333333333,0
"462",2019,"Winter","A","Male","Freshman",79.3333333333333,0
"463",2019,"Winter","A","Male","Freshman",79.3333333333333,0
"464",2019,"Winter","A","Male","Freshman",79.3333333333333,0
"465",2019,"Winter","A","Male","Freshman",79.3333333333333,0
"466",2019,"Winter","A","Male","Freshman",79.3333333333333,0
"467",2019,"Winter","A","Male","Freshman",79.3333333333333,0
"468",2019,"Winter","A","Male","Freshman",79.3333333333333,0
"469",2019,"Winter","A","Male","Freshman",79.3333333333333,0
"470",2019,"Winter","A","Male","Freshman",79.3333333333333,0
"471",2019,"Winter","A","Male","Freshman",79.3333333333333,0
